-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2001 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2001,10,17,23,78.19
2001,10,18,0,81.94
2001,10,18,1,83.75
2001,10,18,2,82.94
2001,10,18,3,79.25
2001,10,18,4,82.62
2001,10,18,5,87.0
2001,10,18,6,86.75
2001,10,18,7,83.62
2001,10,18,8,79.31
2001,10,18,9,70.56
2001,10,18,10,53.62
2001,10,18,11,38.75
2001,10,18,12,33.5
2001,10,18,13,30.94
2001,10,18,14,30.06
2001,10,18,15,30.62
2001,10,18,16,34.5
2001,10,18,17,50.31
2001,10,18,18,56.88
2001,10,18,19,59.62
2001,10,18,20,62.69
2001,10,18,21,66.06
2001,10,18,22,67.38
2001,10,18,23,66.44
2001,10,19,0,64.19
2001,10,19,1,66.38
2001,10,19,2,69.38
2001,10,19,3,72.38
2001,10,19,4,72.25
2001,10,19,5,72.12
2001,10,19,6,73.62
2001,10,19,7,73.19
2001,10,19,8,65.88
2001,10,19,9,53.81
2001,10,19,10,44.44
2001,10,19,11,39.38
2001,10,19,12,39.0
2001,10,19,13,48.81
2001,10,19,14,56.19
2001,10,19,15,53.0
2001,10,19,16,53.5
2001,10,19,17,61.62
2001,10,19,18,71.25
2001,10,19,19,76.19
2001,10,19,20,78.75
2001,10,19,21,80.44
2001,10,19,22,82.0
2001,10,19,23,83.0
2001,10,20,0,82.75
2001,10,20,1,81.38
2001,10,20,2,80.69
2001,10,20,3,80.38
2001,10,20,4,80.12
2001,10,20,5,84.19
2001,10,20,6,87.25
2001,10,20,7,84.06
2001,10,20,8,71.75
2001,10,20,9,62.62
2001,10,20,10,54.12
2001,10,20,11,51.69
2001,10,20,12,51.94
2001,10,20,13,53.0
2001,10,20,14,52.94
2001,10,20,15,53.06
2001,10,20,16,55.44
2001,10,20,17,64.44
2001,10,20,18,70.62
2001,10,20,19,72.62
2001,10,20,20,72.19
2001,10,20,21,71.19
2001,10,20,22,71.62
2001,10,20,23,72.81
2001,10,21,0,73.38
2001,10,21,1,71.31
2001,10,21,2,69.5
2001,10,21,3,73.44
2001,10,21,4,77.94
2001,10,21,5,78.81
2001,10,21,6,77.81
2001,10,21,7,73.19
2001,10,21,8,64.0
2001,10,21,9,61.5
2001,10,21,10,54.31
2001,10,21,11,52.19
2001,10,21,12,52.06
2001,10,21,13,51.38
2001,10,21,14,51.75
2001,10,21,15,54.19
2001,10,21,16,60.06
2001,10,21,17,74.38
2001,10,21,18,84.44
2001,10,21,19,88.62
2001,10,21,20,89.19
2001,10,21,21,85.75
2001,10,21,22,80.56
2001,10,21,23,76.81
2001,10,22,0,76.0
2001,10,22,1,78.0
2001,10,22,2,85.38
2001,10,22,3,93.5
2001,10,22,4,100.0
2001,10,22,5,100.0
2001,10,22,6,98.25
2001,10,22,7,90.19
2001,10,22,8,82.12
2001,10,22,9,75.94
2001,10,22,10,68.19
2001,10,22,11,58.81
2001,10,22,12,50.5
2001,10,22,13,44.56
2001,10,22,14,42.38
2001,10,22,15,44.62
2001,10,22,16,50.69
2001,10,22,17,57.0
2001,10,22,18,64.94
2001,10,22,19,75.75
2001,10,22,20,84.31
2001,10,22,21,89.81
2001,10,22,22,92.69
2001,10,22,23,94.44
2001,10,23,0,98.12
2001,10,23,1,99.69
2001,10,23,2,97.5
2001,10,23,3,96.5
2001,10,23,4,99.06
2001,10,23,5,96.94
2001,10,23,6,94.88
2001,10,23,7,90.19
2001,10,23,8,78.69
2001,10,23,9,69.69
2001,10,23,10,57.81
2001,10,23,11,48.38
2001,10,23,12,44.12
2001,10,23,13,42.69
2001,10,23,14,42.38
2001,10,23,15,43.88
2001,10,23,16,58.0
2001,10,23,17,64.44
2001,10,23,18,66.12
2001,10,23,19,66.0
2001,10,23,20,70.94
2001,10,23,21,81.31
2001,10,23,22,89.0
2001,10,23,23,91.56
2001,10,24,0,92.81
2001,10,24,1,95.38
2001,10,24,2,95.38
2001,10,24,3,93.75
2001,10,24,4,92.56
2001,10,24,5,91.44
2001,10,24,6,90.94
2001,10,24,7,90.75
2001,10,24,8,87.0
2001,10,24,9,82.0
2001,10,24,10,77.69
2001,10,24,11,74.25
2001,10,24,12,73.12
2001,10,24,13,75.5
2001,10,24,14,77.69
2001,10,24,15,79.19
2001,10,24,16,82.06
2001,10,24,17,85.31
2001,10,24,18,87.31
2001,10,24,19,87.69
2001,10,24,20,88.31
2001,10,24,21,88.38
2001,10,24,22,88.56
2001,10,24,23,89.38
2001,10,25,0,90.38
2001,10,25,1,90.56
2001,10,25,2,90.56
2001,10,25,3,90.69
2001,10,25,4,90.5
2001,10,25,5,89.94
2001,10,25,6,89.5
2001,10,25,7,89.0
2001,10,25,8,86.81
2001,10,25,9,83.31
2001,10,25,10,78.94
2001,10,25,11,75.56
2001,10,25,12,73.25
2001,10,25,13,71.56
2001,10,25,14,70.31
2001,10,25,15,71.31
2001,10,25,16,74.62
2001,10,25,17,79.81
2001,10,25,18,82.38
2001,10,25,19,84.88
2001,10,25,20,86.44
2001,10,25,21,87.56
2001,10,25,22,89.25
2001,10,25,23,90.81
2001,10,26,0,91.5
2001,10,26,1,92.25
2001,10,26,2,93.25
2001,10,26,3,92.75
2001,10,26,4,91.69
2001,10,26,5,91.06
2001,10,26,6,90.81
2001,10,26,7,89.56
2001,10,26,8,84.0
2001,10,26,9,77.81
2001,10,26,10,68.19
2001,10,26,11,61.0
2001,10,26,12,59.94
2001,10,26,13,59.62
2001,10,26,14,59.75
2001,10,26,15,61.19
2001,10,26,16,66.31
2001,10,26,17,75.94
2001,10,26,18,85.06
2001,10,26,19,93.5
2001,10,26,20,100.0
2001,10,26,21,100.0
2001,10,26,22,100.0
2001,10,26,23,100.0
2001,10,27,0,100.0
2001,10,27,1,99.31
2001,10,27,2,91.25
2001,10,27,3,82.81
2001,10,27,4,87.31
2001,10,27,5,94.62
2001,10,27,6,95.38
2001,10,27,7,92.0
2001,10,27,8,81.69
2001,10,27,9,63.19
2001,10,27,10,54.56
2001,10,27,11,50.94
2001,10,27,12,47.75
2001,10,27,13,45.19
2001,10,27,14,44.12
2001,10,27,15,46.44
2001,10,27,16,53.31
2001,10,27,17,61.94
2001,10,27,18,66.88
2001,10,27,19,68.5
2001,10,27,20,70.38
2001,10,27,21,72.25
2001,10,27,22,73.88
2001,10,27,23,75.88
2001,10,28,0,78.06
2001,10,28,1,80.31
2001,10,28,2,82.81
2001,10,28,3,85.38
2001,10,28,4,87.81
2001,10,28,5,90.0
2001,10,28,6,91.62
2001,10,28,7,91.12
2001,10,28,8,81.31
2001,10,28,9,71.94
2001,10,28,10,65.81
2001,10,28,11,62.56
2001,10,28,12,62.81
2001,10,28,13,66.12
2001,10,28,14,70.69
2001,10,28,15,74.94
2001,10,28,16,80.88
2001,10,28,17,87.75
2001,10,28,18,90.81
2001,10,28,19,94.19
2001,10,28,20,95.56
2001,10,28,21,96.19
2001,10,28,22,96.38
2001,10,28,23,96.62
2001,10,29,0,95.38
2001,10,29,1,93.0
2001,10,29,2,91.25
2001,10,29,3,89.31
2001,10,29,4,87.81
2001,10,29,5,86.81
2001,10,29,6,87.06
2001,10,29,7,89.19
2001,10,29,8,79.38
2001,10,29,9,71.56
2001,10,29,10,53.38
2001,10,29,11,43.19
2001,10,29,12,36.62
2001,10,29,13,33.44
2001,10,29,14,33.25
2001,10,29,15,35.94
2001,10,29,16,53.0
2001,10,29,17,60.12
2001,10,29,18,61.31
2001,10,29,19,61.38
2001,10,29,20,61.5
2001,10,29,21,62.56
2001,10,29,22,63.5
2001,10,29,23,64.69
2001,10,30,0,65.44
2001,10,30,1,65.5
2001,10,30,2,65.31
2001,10,30,3,66.0
2001,10,30,4,67.06
2001,10,30,5,68.56
2001,10,30,6,71.56
2001,10,30,7,73.88
2001,10,30,8,71.94
2001,10,30,9,66.12
2001,10,30,10,57.19
2001,10,30,11,51.31
2001,10,30,12,56.31
2001,10,30,13,66.5
2001,10,30,14,73.44
2001,10,30,15,79.06
2001,10,30,16,84.62
2001,10,30,17,90.19
2001,10,30,18,94.19
2001,10,30,19,96.44
2001,10,30,20,97.62
2001,10,30,21,97.94
2001,10,30,22,98.19
2001,10,30,23,98.5
2001,10,31,0,98.94
2001,10,31,1,99.12
2001,10,31,2,99.44
2001,10,31,3,99.75
2001,10,31,4,99.62
2001,10,31,5,99.25
2001,10,31,6,98.94
2001,10,31,7,98.5
2001,10,31,8,97.5
2001,10,31,9,96.31
2001,10,31,10,94.0
2001,10,31,11,91.56
2001,10,31,12,88.5
2001,10,31,13,86.38
2001,10,31,14,84.94
2001,10,31,15,84.25
2001,10,31,16,83.38
2001,10,31,17,86.38
2001,10,31,18,92.31
2001,10,31,19,94.56
2001,10,31,20,89.69
2001,10,31,21,86.0
2001,10,31,22,89.56
2001,10,31,23,95.94
2001,11,1,0,100.0
2001,11,1,1,99.38
2001,11,1,2,97.94
2001,11,1,3,97.0
2001,11,1,4,97.69
2001,11,1,5,99.0
2001,11,1,6,97.62
2001,11,1,7,95.5
2001,11,1,8,86.25
2001,11,1,9,73.12
2001,11,1,10,52.25
2001,11,1,11,40.0
2001,11,1,12,36.25
2001,11,1,13,37.5
2001,11,1,14,42.31
2001,11,1,15,45.69
2001,11,1,16,50.19
2001,11,1,17,55.5
2001,11,1,18,59.62
2001,11,1,19,61.12
2001,11,1,20,60.75
2001,11,1,21,60.06
2001,11,1,22,59.69
2001,11,1,23,60.5
2001,11,2,0,62.0
2001,11,2,1,63.88
2001,11,2,2,66.25
2001,11,2,3,69.25
2001,11,2,4,74.19
2001,11,2,5,78.38
2001,11,2,6,81.75
2001,11,2,7,84.31
2001,11,2,8,79.12
2001,11,2,9,68.19
2001,11,2,10,59.62
2001,11,2,11,52.81
2001,11,2,12,47.19
2001,11,2,13,42.31
2001,11,2,14,38.69
2001,11,2,15,37.5
2001,11,2,16,44.75
2001,11,2,17,60.19
2001,11,2,18,62.31
2001,11,2,19,56.62
2001,11,2,20,51.38
2001,11,2,21,54.31
2001,11,2,22,60.12
2001,11,2,23,66.06
2001,11,3,0,67.19
2001,11,3,1,65.62
2001,11,3,2,64.38
2001,11,3,3,64.81
2001,11,3,4,66.88
2001,11,3,5,72.31
2001,11,3,6,74.94
2001,11,3,7,76.75
2001,11,3,8,67.25
2001,11,3,9,60.62
2001,11,3,10,54.19
2001,11,3,11,48.25
2001,11,3,12,47.0
2001,11,3,13,45.94
2001,11,3,14,43.12
2001,11,3,15,47.62
2001,11,3,16,58.94
2001,11,3,17,63.94
2001,11,3,18,69.69
2001,11,3,19,73.81
2001,11,3,20,76.56
2001,11,3,21,79.25
2001,11,3,22,82.19
2001,11,3,23,84.31
2001,11,4,0,86.06
2001,11,4,1,85.5
2001,11,4,2,81.69
2001,11,4,3,77.69
2001,11,4,4,74.56
2001,11,4,5,71.75
2001,11,4,6,72.06
2001,11,4,7,75.25
2001,11,4,8,67.0
2001,11,4,9,55.25
2001,11,4,10,48.44
2001,11,4,11,31.25
2001,11,4,12,26.5
2001,11,4,13,29.5
2001,11,4,14,40.0
2001,11,4,15,44.56
2001,11,4,16,46.5
2001,11,4,17,49.94
2001,11,4,18,50.31
2001,11,4,19,50.56
2001,11,4,20,49.88
2001,11,4,21,50.12
2001,11,4,22,52.25
2001,11,4,23,53.44
2001,11,5,0,54.75
2001,11,5,1,57.62
2001,11,5,2,62.44
2001,11,5,3,68.06
2001,11,5,4,70.06
2001,11,5,5,71.88
2001,11,5,6,77.12
2001,11,5,7,81.62
2001,11,5,8,76.5
2001,11,5,9,66.12
2001,11,5,10,55.44
2001,11,5,11,47.19
2001,11,5,12,44.69
2001,11,5,13,44.31
2001,11,5,14,45.38
2001,11,5,15,49.44
2001,11,5,16,58.56
2001,11,5,17,67.69
2001,11,5,18,70.81
2001,11,5,19,75.94
2001,11,5,20,82.12
2001,11,5,21,89.0
2001,11,5,22,97.62
2001,11,5,23,100.0
2001,11,6,0,100.0
2001,11,6,1,100.0
2001,11,6,2,100.0
2001,11,6,3,100.0
2001,11,6,4,98.88
2001,11,6,5,98.25
2001,11,6,6,96.94
2001,11,6,7,96.5
2001,11,6,8,89.31
2001,11,6,9,77.31
2001,11,6,10,63.88
2001,11,6,11,55.94
2001,11,6,12,51.38
2001,11,6,13,50.12
2001,11,6,14,49.81
2001,11,6,15,52.19
2001,11,6,16,58.31
2001,11,6,17,68.44
2001,11,6,18,70.12
2001,11,6,19,73.06
2001,11,6,20,76.19
2001,11,6,21,78.44
2001,11,6,22,80.25
2001,11,6,23,82.06
2001,11,7,0,84.0
2001,11,7,1,86.25
2001,11,7,2,88.31
2001,11,7,3,89.56
2001,11,7,4,90.38
2001,11,7,5,91.44
2001,11,7,6,93.12
2001,11,7,7,95.0
2001,11,7,8,93.62
2001,11,7,9,89.94
2001,11,7,10,84.38
2001,11,7,11,81.06
2001,11,7,12,81.88
2001,11,7,13,83.81
2001,11,7,14,86.19
2001,11,7,15,90.44
2001,11,7,16,94.88
2001,11,7,17,98.75
2001,11,7,18,95.88
2001,11,7,19,94.75
2001,11,7,20,91.44
2001,11,7,21,89.19
2001,11,7,22,89.31
2001,11,7,23,88.88
2001,11,8,0,87.75
2001,11,8,1,86.38
2001,11,8,2,85.19
2001,11,8,3,85.88
2001,11,8,4,87.31
2001,11,8,5,86.31
2001,11,8,6,83.31
2001,11,8,7,82.19
2001,11,8,8,81.0
2001,11,8,9,72.38
2001,11,8,10,63.5
2001,11,8,11,55.56
2001,11,8,12,49.88
2001,11,8,13,45.12
2001,11,8,14,42.25
2001,11,8,15,43.25
2001,11,8,16,57.5
2001,11,8,17,64.81
2001,11,8,18,63.44
2001,11,8,19,63.38
2001,11,8,20,66.44
2001,11,8,21,70.12
2001,11,8,22,71.69
2001,11,8,23,72.06
2001,11,9,0,71.62
2001,11,9,1,72.75
2001,11,9,2,76.62
2001,11,9,3,79.75
2001,11,9,4,82.62
2001,11,9,5,86.81
2001,11,9,6,88.19
2001,11,9,7,86.69
2001,11,9,8,71.5
2001,11,9,9,62.19
2001,11,9,10,55.81
2001,11,9,11,49.88
2001,11,9,12,42.25
2001,11,9,13,42.31
2001,11,9,14,45.19
2001,11,9,15,50.19
2001,11,9,16,58.62
2001,11,9,17,67.0
2001,11,9,18,64.81
2001,11,9,19,63.62
2001,11,9,20,66.19
2001,11,9,21,69.38
2001,11,9,22,71.31
2001,11,9,23,75.12
2001,11,10,0,80.38
2001,11,10,1,85.31
2001,11,10,2,89.94
2001,11,10,3,94.31
2001,11,10,4,97.81
2001,11,10,5,99.19
2001,11,10,6,98.25
2001,11,10,7,97.12
2001,11,10,8,91.69
2001,11,10,9,80.0
2001,11,10,10,69.12
2001,11,10,11,56.88
2001,11,10,12,52.0
2001,11,10,13,49.81
2001,11,10,14,48.94
2001,11,10,15,50.94
2001,11,10,16,64.81
2001,11,10,17,72.31
2001,11,10,18,77.94
2001,11,10,19,81.12
2001,11,10,20,83.31
2001,11,10,21,84.5
2001,11,10,22,84.5
2001,11,10,23,85.12
2001,11,11,0,87.06
2001,11,11,1,89.81
2001,11,11,2,92.38
2001,11,11,3,95.25
2001,11,11,4,98.06
2001,11,11,5,100.0
2001,11,11,6,100.0
2001,11,11,7,100.0
2001,11,11,8,87.44
2001,11,11,9,76.88
2001,11,11,10,66.62
2001,11,11,11,55.94
2001,11,11,12,49.62
2001,11,11,13,45.69
2001,11,11,14,44.38
2001,11,11,15,50.19
2001,11,11,16,63.88
2001,11,11,17,72.31
2001,11,11,18,73.94
2001,11,11,19,76.19
2001,11,11,20,79.81
2001,11,11,21,83.56
2001,11,11,22,87.5
2001,11,11,23,90.5
2001,11,12,0,93.25
2001,11,12,1,95.12
2001,11,12,2,97.88
2001,11,12,3,99.5
2001,11,12,4,98.5
2001,11,12,5,97.69
2001,11,12,6,97.19
2001,11,12,7,96.75
2001,11,12,8,92.06
2001,11,12,9,84.44
2001,11,12,10,71.62
2001,11,12,11,62.81
2001,11,12,12,57.12
2001,11,12,13,55.81
2001,11,12,14,57.19
2001,11,12,15,61.75
2001,11,12,16,76.06
2001,11,12,17,89.81
2001,11,12,18,95.31
2001,11,12,19,100.0
2001,11,12,20,100.0
2001,11,12,21,100.0
2001,11,12,22,100.0
2001,11,12,23,100.0
2001,11,13,0,100.0
2001,11,13,1,100.0
2001,11,13,2,99.69
2001,11,13,3,98.56
2001,11,13,4,99.69
2001,11,13,5,100.0
2001,11,13,6,100.0
2001,11,13,7,98.62
2001,11,13,8,84.19
2001,11,13,9,70.69
2001,11,13,10,63.94
2001,11,13,11,57.25
2001,11,13,12,45.94
2001,11,13,13,43.69
2001,11,13,14,44.88
2001,11,13,15,53.06
2001,11,13,16,63.88
2001,11,13,17,70.81
2001,11,13,18,71.94
2001,11,13,19,73.5
2001,11,13,20,76.62
2001,11,13,21,82.62
2001,11,13,22,91.69
2001,11,13,23,100.0
2001,11,14,0,100.0
2001,11,14,1,100.0
2001,11,14,2,100.0
2001,11,14,3,100.0
2001,11,14,4,100.0
2001,11,14,5,99.44
2001,11,14,6,98.5
2001,11,14,7,98.12
2001,11,14,8,97.0
2001,11,14,9,95.25
2001,11,14,10,93.19
2001,11,14,11,88.69
2001,11,14,12,82.19
2001,11,14,13,76.38
2001,11,14,14,73.31
2001,11,14,15,76.06
2001,11,14,16,93.06
2001,11,14,17,100.0
2001,11,14,18,100.0
2001,11,14,19,100.0
2001,11,14,20,100.0
2001,11,14,21,100.0
2001,11,14,22,100.0
2001,11,14,23,99.44
2001,11,15,0,88.19
2001,11,15,1,87.69
2001,11,15,2,86.69
2001,11,15,3,84.62
2001,11,15,4,83.56
2001,11,15,5,82.56
2001,11,15,6,83.56
2001,11,15,7,88.69
2001,11,15,8,86.38
2001,11,15,9,81.0
2001,11,15,10,73.69
2001,11,15,11,65.12
2001,11,15,12,58.62
2001,11,15,13,51.75
2001,11,15,14,48.44
2001,11,15,15,54.44
2001,11,15,16,66.06
2001,11,15,17,73.75
2001,11,15,18,78.62
2001,11,15,19,83.94
2001,11,15,20,89.0
2001,11,15,21,93.19
2001,11,15,22,96.19
2001,11,15,23,98.25
2001,11,16,0,99.81
2001,11,16,1,100.0
2001,11,16,2,100.0
2001,11,16,3,100.0
2001,11,16,4,99.06
2001,11,16,5,97.25
2001,11,16,6,96.5
2001,11,16,7,97.12
2001,11,16,8,92.69
2001,11,16,9,83.62
2001,11,16,10,70.25
2001,11,16,11,60.56
2001,11,16,12,56.25
2001,11,16,13,53.19
2001,11,16,14,53.81
2001,11,16,15,58.12
2001,11,16,16,69.06
2001,11,16,17,77.31
2001,11,16,18,79.94
2001,11,16,19,85.88
2001,11,16,20,89.44
2001,11,16,21,92.31
2001,11,16,22,91.25
2001,11,16,23,90.94
2001,11,17,0,92.81
2001,11,17,1,93.62
2001,11,17,2,93.69
2001,11,17,3,95.56
2001,11,17,4,97.75
2001,11,17,5,99.69
2001,11,17,6,100.0
2001,11,17,7,100.0
2001,11,17,8,97.0
2001,11,17,9,90.12
2001,11,17,10,80.44
2001,11,17,11,69.75
2001,11,17,12,62.75
2001,11,17,13,59.0
2001,11,17,14,57.69
2001,11,17,15,60.19
2001,11,17,16,68.88
2001,11,17,17,77.56
2001,11,17,18,79.31
2001,11,17,19,81.31
2001,11,17,20,82.31
2001,11,17,21,82.44
2001,11,17,22,86.06
2001,11,17,23,91.25
2001,11,18,0,96.62
2001,11,18,1,100.0
2001,11,18,2,100.0
2001,11,18,3,100.0
2001,11,18,4,100.0
2001,11,18,5,99.12
2001,11,18,6,97.44
2001,11,18,7,94.94
2001,11,18,8,90.81
2001,11,18,9,85.94
2001,11,18,10,80.44
2001,11,18,11,72.31
2001,11,18,12,61.12
2001,11,18,13,48.69
2001,11,18,14,42.0
2001,11,18,15,45.06
2001,11,18,16,54.88
2001,11,18,17,63.62
2001,11,18,18,67.5
2001,11,18,19,70.5
2001,11,18,20,74.25
2001,11,18,21,75.69
2001,11,18,22,75.69
2001,11,18,23,79.56
2001,11,19,0,81.81
2001,11,19,1,84.0
2001,11,19,2,87.06
2001,11,19,3,91.38
2001,11,19,4,96.31
2001,11,19,5,99.56
2001,11,19,6,99.38
2001,11,19,7,97.06
2001,11,19,8,93.06
2001,11,19,9,79.62
2001,11,19,10,67.44
2001,11,19,11,59.06
2001,11,19,12,53.94
2001,11,19,13,51.06
2001,11,19,14,49.94
2001,11,19,15,50.75
2001,11,19,16,58.75
2001,11,19,17,73.62
2001,11,19,18,79.31
2001,11,19,19,83.38
2001,11,19,20,84.0
2001,11,19,21,80.88
2001,11,19,22,76.62
2001,11,19,23,74.25
2001,11,20,0,75.38
2001,11,20,1,75.81
2001,11,20,2,71.44
2001,11,20,3,69.0
2001,11,20,4,67.44
2001,11,20,5,69.0
2001,11,20,6,70.31
2001,11,20,7,71.19
2001,11,20,8,69.44
2001,11,20,9,61.69
2001,11,20,10,49.69
2001,11,20,11,38.31
2001,11,20,12,36.5
2001,11,20,13,38.12
2001,11,20,14,41.12
2001,11,20,15,49.81
2001,11,20,16,63.38
2001,11,20,17,71.06
2001,11,20,18,73.12
2001,11,20,19,74.75
2001,11,20,20,77.12
2001,11,20,21,79.0
2001,11,20,22,82.25
2001,11,20,23,85.12
2001,11,21,0,88.5
2001,11,21,1,90.81
2001,11,21,2,92.12
2001,11,21,3,92.69
2001,11,21,4,93.69
2001,11,21,5,94.81
2001,11,21,6,96.06
2001,11,21,7,97.69
2001,11,21,8,88.88
2001,11,21,9,78.06
2001,11,21,10,72.31
2001,11,21,11,66.12
2001,11,21,12,59.38
2001,11,21,13,55.0
2001,11,21,14,56.62
2001,11,21,15,65.62
2001,11,21,16,76.94
2001,11,21,17,86.06
2001,11,21,18,90.44
2001,11,21,19,90.56
2001,11,21,20,88.81
2001,11,21,21,89.25
2001,11,21,22,93.44
2001,11,21,23,100.0
2001,11,22,0,100.0
2001,11,22,1,100.0
2001,11,22,2,100.0
2001,11,22,3,100.0
2001,11,22,4,100.0
2001,11,22,5,99.81
2001,11,22,6,97.56
2001,11,22,7,97.31
2001,11,22,8,96.0
2001,11,22,9,93.56
2001,11,22,10,89.0
2001,11,22,11,80.81
2001,11,22,12,73.06
2001,11,22,13,68.31
2001,11,22,14,66.81
2001,11,22,15,69.75
2001,11,22,16,87.38
2001,11,22,17,97.94
2001,11,22,18,99.25
2001,11,22,19,100.0
2001,11,22,20,99.0
2001,11,22,21,97.06
2001,11,22,22,97.25
2001,11,22,23,98.12
2001,11,23,0,98.5
2001,11,23,1,98.62
2001,11,23,2,99.19
2001,11,23,3,100.0
2001,11,23,4,100.0
2001,11,23,5,100.0
2001,11,23,6,100.0
2001,11,23,7,100.0
2001,11,23,8,100.0
2001,11,23,9,91.88
2001,11,23,10,82.75
2001,11,23,11,75.69
2001,11,23,12,70.75
2001,11,23,13,68.0
2001,11,23,14,67.94
2001,11,23,15,74.0
2001,11,23,16,85.56
2001,11,23,17,89.31
2001,11,23,18,90.31
2001,11,23,19,93.0
2001,11,23,20,96.25
2001,11,23,21,96.5
2001,11,23,22,96.06
2001,11,23,23,95.75
2001,11,24,0,96.12
2001,11,24,1,96.12
2001,11,24,2,96.25
2001,11,24,3,96.44
2001,11,24,4,96.56
2001,11,24,5,96.62
2001,11,24,6,96.56
2001,11,24,7,97.25
2001,11,24,8,96.56
2001,11,24,9,95.12
2001,11,24,10,95.06
2001,11,24,11,95.0
2001,11,24,12,94.75
2001,11,24,13,94.5
2001,11,24,14,94.94
2001,11,24,15,94.81
2001,11,24,16,94.5
2001,11,24,17,94.38
2001,11,24,18,94.06
2001,11,24,19,93.38
2001,11,24,20,93.19
2001,11,24,21,92.88
2001,11,24,22,92.5
2001,11,24,23,91.88
2001,11,25,0,91.31
2001,11,25,1,90.94
2001,11,25,2,90.06
2001,11,25,3,88.44
2001,11,25,4,87.94
2001,11,25,5,88.12
2001,11,25,6,88.38
2001,11,25,7,88.19
2001,11,25,8,87.19
2001,11,25,9,83.44
2001,11,25,10,78.12
2001,11,25,11,74.56
2001,11,25,12,72.69
2001,11,25,13,72.38
2001,11,25,14,73.06
2001,11,25,15,75.12
2001,11,25,16,79.31
2001,11,25,17,83.12
2001,11,25,18,84.19
2001,11,25,19,84.75
2001,11,25,20,84.31
2001,11,25,21,84.19
2001,11,25,22,84.75
2001,11,25,23,85.5
2001,11,26,0,86.25
2001,11,26,1,87.25
2001,11,26,2,88.31
2001,11,26,3,88.88
2001,11,26,4,89.44
2001,11,26,5,90.44
2001,11,26,6,90.81
2001,11,26,7,90.56
2001,11,26,8,89.81
2001,11,26,9,87.69
2001,11,26,10,85.5
2001,11,26,11,84.19
2001,11,26,12,82.81
2001,11,26,13,81.94
2001,11,26,14,83.25
2001,11,26,15,86.06
2001,11,26,16,88.56
2001,11,26,17,89.75
2001,11,26,18,90.25
2001,11,26,19,90.75
2001,11,26,20,91.12
2001,11,26,21,91.44
2001,11,26,22,91.75
2001,11,26,23,91.88
2001,11,27,0,92.0
2001,11,27,1,92.31
2001,11,27,2,92.69
2001,11,27,3,92.94
2001,11,27,4,93.0
2001,11,27,5,93.19
2001,11,27,6,93.31
2001,11,27,7,93.44
2001,11,27,8,93.44
2001,11,27,9,93.25
2001,11,27,10,92.88
2001,11,27,11,92.38
2001,11,27,12,92.31
2001,11,27,13,92.5
2001,11,27,14,93.19
2001,11,27,15,94.0
2001,11,27,16,94.62
2001,11,27,17,95.06
2001,11,27,18,95.31
2001,11,27,19,95.31
2001,11,27,20,95.69
2001,11,27,21,95.94
2001,11,27,22,96.44
2001,11,27,23,96.94
2001,11,28,0,97.12
2001,11,28,1,97.25
2001,11,28,2,97.06
2001,11,28,3,96.69
2001,11,28,4,95.38
2001,11,28,5,95.19
2001,11,28,6,95.75
2001,11,28,7,96.06
2001,11,28,8,95.5
2001,11,28,9,94.69
2001,11,28,10,94.75
2001,11,28,11,94.12
2001,11,28,12,95.0
2001,11,28,13,95.81
2001,11,28,14,96.31
2001,11,28,15,97.69
2001,11,28,16,98.88
2001,11,28,17,99.31
2001,11,28,18,99.56
2001,11,28,19,99.5
2001,11,28,20,99.69
2001,11,28,21,99.81
2001,11,28,22,100.0
2001,11,28,23,100.0
2001,11,29,0,100.0
2001,11,29,1,100.0
2001,11,29,2,100.0
2001,11,29,3,100.0
2001,11,29,4,100.0
2001,11,29,5,100.0
2001,11,29,6,100.0
2001,11,29,7,100.0
2001,11,29,8,100.0
2001,11,29,9,100.0
2001,11,29,10,99.75
2001,11,29,11,98.75
2001,11,29,12,96.25
2001,11,29,13,95.88
2001,11,29,14,95.12
2001,11,29,15,96.12
2001,11,29,16,97.69
2001,11,29,17,98.25
2001,11,29,18,98.69
2001,11,29,19,99.0
2001,11,29,20,99.31
2001,11,29,21,99.44
2001,11,29,22,99.5
2001,11,29,23,99.5
2001,11,30,0,99.62
2001,11,30,1,99.62
2001,11,30,2,99.5
2001,11,30,3,99.38
2001,11,30,4,99.31
2001,11,30,5,99.19
2001,11,30,6,99.12
2001,11,30,7,99.12
2001,11,30,8,98.94
2001,11,30,9,98.38
2001,11,30,10,97.06
2001,11,30,11,96.31
2001,11,30,12,95.31
2001,11,30,13,94.81
2001,11,30,14,94.62
2001,11,30,15,96.56
2001,11,30,16,98.19
2001,11,30,17,98.44
2001,11,30,18,98.75
2001,11,30,19,99.06
2001,11,30,20,99.19
2001,11,30,21,98.88
2001,11,30,22,98.5
2001,11,30,23,98.31
2001,12,1,0,98.38
2001,12,1,1,99.12
