-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2001 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,RH2M
2009,5,15,19,75.19
2009,5,15,20,79.44
2009,5,15,21,81.56
2009,5,15,22,82.12
2009,5,15,23,82.56
2009,5,16,0,84.06
2009,5,16,1,85.19
2009,5,16,2,85.88
2009,5,16,3,86.38
2009,5,16,4,87.44
2009,5,16,5,86.88
2009,5,16,6,80.62
2009,5,16,7,68.0
2009,5,16,8,55.5
2009,5,16,9,48.31
2009,5,16,10,44.06
2009,5,16,11,41.44
2009,5,16,12,38.94
2009,5,16,13,36.81
2009,5,16,14,35.62
2009,5,16,15,35.69
2009,5,16,16,36.81
2009,5,16,17,39.31
2009,5,16,18,48.0
2009,5,16,19,68.19
2009,5,16,20,74.5
2009,5,16,21,77.25
2009,5,16,22,78.06
2009,5,16,23,78.0
2009,5,17,0,78.19
2009,5,17,1,78.62
2009,5,17,2,79.06
2009,5,17,3,79.5
2009,5,17,4,80.06
2009,5,17,5,77.31
2009,5,17,6,64.06
2009,5,17,7,57.12
2009,5,17,8,42.31
2009,5,17,9,38.31
2009,5,17,10,36.06
2009,5,17,11,34.62
2009,5,17,12,34.06
2009,5,17,13,33.94
2009,5,17,14,34.0
2009,5,17,15,34.25
2009,5,17,16,35.56
2009,5,17,17,39.25
2009,5,17,18,52.12
2009,5,17,19,62.19
2009,5,17,20,63.88
2009,5,17,21,67.25
2009,5,17,22,75.31
2009,5,17,23,82.0
2009,5,18,0,86.56
2009,5,18,1,91.44
2009,5,18,2,95.06
2009,5,18,3,96.31
2009,5,18,4,96.75
2009,5,18,5,94.88
2009,5,18,6,86.19
2009,5,18,7,76.56
2009,5,18,8,70.06
2009,5,18,9,63.69
2009,5,18,10,57.88
2009,5,18,11,54.25
2009,5,18,12,52.81
2009,5,18,13,52.75
2009,5,18,14,54.44
2009,5,18,15,57.69
2009,5,18,16,61.44
2009,5,18,17,65.5
2009,5,18,18,69.56
2009,5,18,19,74.94
2009,5,18,20,80.19
2009,5,18,21,82.12
2009,5,18,22,83.62
2009,5,18,23,86.44
2009,5,19,0,88.25
2009,5,19,1,88.5
2009,5,19,2,87.56
2009,5,19,3,85.88
2009,5,19,4,85.19
2009,5,19,5,83.44
2009,5,19,6,75.81
2009,5,19,7,64.44
2009,5,19,8,55.81
2009,5,19,9,50.94
2009,5,19,10,50.06
2009,5,19,11,50.69
2009,5,19,12,51.12
2009,5,19,13,51.31
2009,5,19,14,52.5
2009,5,19,15,54.31
2009,5,19,16,56.81
2009,5,19,17,60.56
2009,5,19,18,66.81
2009,5,19,19,75.38
2009,5,19,20,83.19
2009,5,19,21,87.0
2009,5,19,22,84.31
2009,5,19,23,82.62
2009,5,20,0,83.69
2009,5,20,1,84.31
2009,5,20,2,80.81
2009,5,20,3,79.69
2009,5,20,4,82.25
2009,5,20,5,82.75
2009,5,20,6,78.06
2009,5,20,7,71.38
2009,5,20,8,62.62
2009,5,20,9,56.5
2009,5,20,10,51.88
2009,5,20,11,49.06
2009,5,20,12,48.19
2009,5,20,13,50.19
2009,5,20,14,56.5
2009,5,20,15,71.19
2009,5,20,16,82.0
2009,5,20,17,84.44
2009,5,20,18,86.75
2009,5,20,19,88.62
2009,5,20,20,89.25
2009,5,20,21,89.25
2009,5,20,22,90.69
2009,5,20,23,92.12
2009,5,21,0,92.06
2009,5,21,1,90.5
2009,5,21,2,89.62
2009,5,21,3,93.5
2009,5,21,4,92.62
2009,5,21,5,90.06
2009,5,21,6,84.81
2009,5,21,7,68.25
2009,5,21,8,54.5
2009,5,21,9,48.5
2009,5,21,10,45.38
2009,5,21,11,43.19
2009,5,21,12,41.69
2009,5,21,13,40.19
2009,5,21,14,39.44
2009,5,21,15,38.75
2009,5,21,16,38.94
2009,5,21,17,40.19
2009,5,21,18,50.31
2009,5,21,19,67.69
2009,5,21,20,69.0
2009,5,21,21,67.69
2009,5,21,22,65.94
2009,5,21,23,64.69
2009,5,22,0,65.12
2009,5,22,1,67.62
2009,5,22,2,71.12
2009,5,22,3,73.75
2009,5,22,4,75.0
2009,5,22,5,70.81
2009,5,22,6,60.81
2009,5,22,7,57.75
2009,5,22,8,46.31
2009,5,22,9,40.31
2009,5,22,10,39.81
2009,5,22,11,39.5
2009,5,22,12,39.44
2009,5,22,13,40.06
2009,5,22,14,41.5
2009,5,22,15,43.5
2009,5,22,16,49.12
2009,5,22,17,61.31
2009,5,22,18,72.44
2009,5,22,19,79.0
2009,5,22,20,84.5
2009,5,22,21,85.69
2009,5,22,22,84.12
2009,5,22,23,85.75
2009,5,23,0,89.19
2009,5,23,1,93.69
2009,5,23,2,96.62
2009,5,23,3,96.44
2009,5,23,4,95.88
2009,5,23,5,93.56
2009,5,23,6,84.81
2009,5,23,7,68.12
2009,5,23,8,53.31
2009,5,23,9,46.56
2009,5,23,10,43.0
2009,5,23,11,40.94
2009,5,23,12,39.75
2009,5,23,13,39.0
2009,5,23,14,38.56
2009,5,23,15,38.44
2009,5,23,16,39.06
2009,5,23,17,40.56
2009,5,23,18,47.94
2009,5,23,19,66.88
2009,5,23,20,70.12
2009,5,23,21,70.5
2009,5,23,22,70.31
2009,5,23,23,70.19
2009,5,24,0,70.44
2009,5,24,1,71.69
2009,5,24,2,74.38
2009,5,24,3,76.38
2009,5,24,4,77.19
2009,5,24,5,75.0
2009,5,24,6,64.56
2009,5,24,7,55.81
2009,5,24,8,41.69
2009,5,24,9,40.38
2009,5,24,10,40.0
2009,5,24,11,39.62
2009,5,24,12,39.25
2009,5,24,13,38.94
2009,5,24,14,38.94
2009,5,24,15,38.94
2009,5,24,16,39.5
2009,5,24,17,40.81
2009,5,24,18,55.38
2009,5,24,19,65.62
2009,5,24,20,66.56
2009,5,24,21,66.19
2009,5,24,22,64.19
2009,5,24,23,63.88
2009,5,25,0,66.31
2009,5,25,1,67.88
2009,5,25,2,69.19
2009,5,25,3,72.69
2009,5,25,4,78.0
2009,5,25,5,81.06
2009,5,25,6,78.56
2009,5,25,7,77.38
2009,5,25,8,73.0
2009,5,25,9,64.0
2009,5,25,10,55.5
2009,5,25,11,51.06
2009,5,25,12,48.12
2009,5,25,13,46.75
2009,5,25,14,48.0
2009,5,25,15,50.62
2009,5,25,16,54.12
2009,5,25,17,59.56
2009,5,25,18,65.06
2009,5,25,19,69.56
2009,5,25,20,72.88
2009,5,25,21,75.12
2009,5,25,22,79.88
2009,5,25,23,86.94
2009,5,26,0,91.94
2009,5,26,1,94.0
2009,5,26,2,95.75
2009,5,26,3,96.88
2009,5,26,4,96.94
2009,5,26,5,95.81
2009,5,26,6,92.75
2009,5,26,7,90.38
2009,5,26,8,86.88
2009,5,26,9,83.19
2009,5,26,10,82.81
2009,5,26,11,82.12
2009,5,26,12,80.69
2009,5,26,13,78.81
2009,5,26,14,77.31
2009,5,26,15,76.0
2009,5,26,16,75.25
2009,5,26,17,76.12
2009,5,26,18,78.62
2009,5,26,19,82.5
2009,5,26,20,85.62
2009,5,26,21,88.38
2009,5,26,22,89.5
2009,5,26,23,92.5
2009,5,27,0,97.81
2009,5,27,1,100.0
2009,5,27,2,100.0
2009,5,27,3,100.0
2009,5,27,4,100.0
2009,5,27,5,94.56
2009,5,27,6,84.31
2009,5,27,7,76.06
2009,5,27,8,70.62
2009,5,27,9,68.38
2009,5,27,10,67.31
2009,5,27,11,67.0
2009,5,27,12,66.62
2009,5,27,13,65.94
2009,5,27,14,65.5
2009,5,27,15,65.12
2009,5,27,16,65.62
2009,5,27,17,67.19
2009,5,27,18,70.94
2009,5,27,19,82.5
2009,5,27,20,88.62
2009,5,27,21,92.94
2009,5,27,22,99.06
2009,5,27,23,100.0
2009,5,28,0,100.0
2009,5,28,1,100.0
2009,5,28,2,100.0
2009,5,28,3,100.0
2009,5,28,4,100.0
2009,5,28,5,97.75
2009,5,28,6,85.69
2009,5,28,7,76.12
2009,5,28,8,68.5
2009,5,28,9,61.75
2009,5,28,10,58.5
2009,5,28,11,57.56
2009,5,28,12,54.44
2009,5,28,13,51.06
2009,5,28,14,49.38
2009,5,28,15,49.12
2009,5,28,16,49.62
2009,5,28,17,51.0
2009,5,28,18,55.25
2009,5,28,19,65.44
2009,5,28,20,73.88
2009,5,28,21,78.19
2009,5,28,22,82.5
2009,5,28,23,86.62
2009,5,29,0,89.44
2009,5,29,1,90.25
2009,5,29,2,89.94
2009,5,29,3,89.38
2009,5,29,4,87.38
2009,5,29,5,80.25
2009,5,29,6,71.38
2009,5,29,7,62.38
2009,5,29,8,56.12
2009,5,29,9,49.69
2009,5,29,10,45.75
2009,5,29,11,43.62
2009,5,29,12,43.5
2009,5,29,13,47.06
2009,5,29,14,47.25
2009,5,29,15,46.5
2009,5,29,16,53.12
2009,5,29,17,63.75
2009,5,29,18,74.19
2009,5,29,19,84.62
2009,5,29,20,90.69
2009,5,29,21,92.38
2009,5,29,22,94.69
2009,5,29,23,91.81
2009,5,30,0,89.56
2009,5,30,1,91.5
2009,5,30,2,95.38
2009,5,30,3,97.38
2009,5,30,4,97.69
2009,5,30,5,94.69
2009,5,30,6,86.88
2009,5,30,7,69.75
2009,5,30,8,54.19
2009,5,30,9,47.94
2009,5,30,10,45.75
2009,5,30,11,44.56
2009,5,30,12,43.56
2009,5,30,13,42.38
2009,5,30,14,41.81
2009,5,30,15,42.19
2009,5,30,16,43.0
2009,5,30,17,44.88
2009,5,30,18,49.75
2009,5,30,19,65.94
2009,5,30,20,72.06
2009,5,30,21,69.25
2009,5,30,22,65.44
2009,5,30,23,67.44
2009,5,31,0,73.31
2009,5,31,1,78.44
2009,5,31,2,79.56
2009,5,31,3,80.81
2009,5,31,4,80.31
2009,5,31,5,75.12
2009,5,31,6,69.5
2009,5,31,7,58.88
2009,5,31,8,51.44
2009,5,31,9,47.88
2009,5,31,10,45.75
2009,5,31,11,44.19
2009,5,31,12,47.69
2009,5,31,13,57.62
2009,5,31,14,66.81
2009,5,31,15,71.06
2009,5,31,16,73.62
2009,5,31,17,71.81
2009,5,31,18,70.0
2009,5,31,19,72.12
2009,5,31,20,76.38
2009,5,31,21,81.06
2009,5,31,22,86.0
2009,5,31,23,89.75
2009,6,1,0,93.62
2009,6,1,1,97.5
2009,6,1,2,99.81
2009,6,1,3,100.0
2009,6,1,4,100.0
2009,6,1,5,90.38
2009,6,1,6,79.0
2009,6,1,7,70.38
2009,6,1,8,62.75
2009,6,1,9,57.0
2009,6,1,10,52.25
2009,6,1,11,48.56
2009,6,1,12,46.56
2009,6,1,13,45.12
2009,6,1,14,44.06
2009,6,1,15,43.81
2009,6,1,16,43.81
2009,6,1,17,45.06
2009,6,1,18,57.75
2009,6,1,19,70.12
2009,6,1,20,72.19
2009,6,1,21,75.56
2009,6,1,22,79.69
2009,6,1,23,83.44
2009,6,2,0,88.19
2009,6,2,1,92.31
2009,6,2,2,97.31
2009,6,2,3,100.0
2009,6,2,4,100.0
2009,6,2,5,96.56
2009,6,2,6,91.88
2009,6,2,7,82.44
2009,6,2,8,70.81
2009,6,2,9,61.81
2009,6,2,10,56.06
2009,6,2,11,52.31
2009,6,2,12,49.19
2009,6,2,13,46.75
2009,6,2,14,44.62
2009,6,2,15,43.62
2009,6,2,16,43.38
2009,6,2,17,44.25
2009,6,2,18,47.25
2009,6,2,19,61.5
2009,6,2,20,71.5
2009,6,2,21,73.5
2009,6,2,22,75.25
2009,6,2,23,76.06
2009,6,3,0,76.0
2009,6,3,1,76.38
2009,6,3,2,77.88
2009,6,3,3,76.31
2009,6,3,4,72.62
2009,6,3,5,72.06
2009,6,3,6,64.56
2009,6,3,7,51.06
2009,6,3,8,45.88
2009,6,3,9,44.81
2009,6,3,10,43.62
2009,6,3,11,42.25
2009,6,3,12,41.12
2009,6,3,13,40.31
2009,6,3,14,39.69
2009,6,3,15,39.25
2009,6,3,16,39.62
2009,6,3,17,40.62
2009,6,3,18,50.88
2009,6,3,19,62.88
2009,6,3,20,62.62
2009,6,3,21,65.81
2009,6,3,22,66.88
2009,6,3,23,67.94
2009,6,4,0,69.94
2009,6,4,1,73.12
2009,6,4,2,78.12
2009,6,4,3,83.69
2009,6,4,4,87.69
2009,6,4,5,85.19
2009,6,4,6,76.12
2009,6,4,7,65.19
2009,6,4,8,57.0
2009,6,4,9,49.62
2009,6,4,10,44.0
2009,6,4,11,41.0
2009,6,4,12,39.5
2009,6,4,13,38.62
2009,6,4,14,38.25
2009,6,4,15,37.94
2009,6,4,16,39.25
2009,6,4,17,44.25
2009,6,4,18,51.56
2009,6,4,19,55.62
2009,6,4,20,55.31
2009,6,4,21,59.44
2009,6,4,22,66.94
2009,6,4,23,77.88
2009,6,5,0,88.5
2009,6,5,1,94.19
2009,6,5,2,94.62
2009,6,5,3,94.06
2009,6,5,4,94.31
2009,6,5,5,91.19
2009,6,5,6,81.38
2009,6,5,7,69.88
2009,6,5,8,59.75
2009,6,5,9,54.0
2009,6,5,10,50.81
2009,6,5,11,48.56
2009,6,5,12,47.0
2009,6,5,13,45.81
2009,6,5,14,45.44
2009,6,5,15,45.69
2009,6,5,16,45.75
2009,6,5,17,46.5
2009,6,5,18,49.12
2009,6,5,19,57.56
2009,6,5,20,71.31
2009,6,5,21,75.0
2009,6,5,22,78.06
2009,6,5,23,82.94
2009,6,6,0,88.0
2009,6,6,1,92.69
2009,6,6,2,97.94
2009,6,6,3,100.0
2009,6,6,4,100.0
2009,6,6,5,92.19
2009,6,6,6,81.88
2009,6,6,7,70.44
2009,6,6,8,63.38
2009,6,6,9,60.81
2009,6,6,10,60.31
2009,6,6,11,60.31
2009,6,6,12,60.25
2009,6,6,13,63.38
2009,6,6,14,67.62
2009,6,6,15,64.81
2009,6,6,16,61.19
2009,6,6,17,60.75
2009,6,6,18,63.81
2009,6,6,19,73.31
2009,6,6,20,81.06
2009,6,6,21,83.31
2009,6,6,22,85.5
2009,6,6,23,87.81
2009,6,7,0,90.44
2009,6,7,1,92.5
2009,6,7,2,92.88
2009,6,7,3,93.56
2009,6,7,4,93.0
2009,6,7,5,91.81
2009,6,7,6,88.12
2009,6,7,7,82.56
2009,6,7,8,76.25
2009,6,7,9,70.12
2009,6,7,10,65.19
2009,6,7,11,62.06
2009,6,7,12,60.0
2009,6,7,13,58.69
2009,6,7,14,58.0
2009,6,7,15,57.88
2009,6,7,16,58.44
2009,6,7,17,60.25
2009,6,7,18,63.31
2009,6,7,19,68.06
2009,6,7,20,74.19
2009,6,7,21,75.25
2009,6,7,22,74.56
2009,6,7,23,76.75
2009,6,8,0,79.81
2009,6,8,1,82.88
2009,6,8,2,87.0
2009,6,8,3,90.62
2009,6,8,4,93.12
2009,6,8,5,93.94
2009,6,8,6,94.25
2009,6,8,7,92.75
2009,6,8,8,90.12
2009,6,8,9,87.69
2009,6,8,10,84.19
2009,6,8,11,80.19
2009,6,8,12,78.06
2009,6,8,13,77.44
2009,6,8,14,77.12
2009,6,8,15,77.56
2009,6,8,16,78.75
2009,6,8,17,81.0
2009,6,8,18,85.06
2009,6,8,19,90.75
2009,6,8,20,92.44
2009,6,8,21,93.19
2009,6,8,22,94.88
2009,6,8,23,97.0
2009,6,9,0,99.31
2009,6,9,1,100.0
2009,6,9,2,100.0
2009,6,9,3,100.0
2009,6,9,4,100.0
2009,6,9,5,99.94
2009,6,9,6,93.38
2009,6,9,7,82.88
2009,6,9,8,73.56
2009,6,9,9,66.0
2009,6,9,10,61.94
2009,6,9,11,59.62
2009,6,9,12,57.69
2009,6,9,13,56.31
2009,6,9,14,54.44
2009,6,9,15,53.19
2009,6,9,16,52.62
2009,6,9,17,53.38
2009,6,9,18,57.31
2009,6,9,19,68.81
2009,6,9,20,75.38
2009,6,9,21,79.94
2009,6,9,22,84.25
2009,6,9,23,87.44
2009,6,10,0,89.5
2009,6,10,1,91.56
2009,6,10,2,93.12
2009,6,10,3,95.88
2009,6,10,4,98.62
2009,6,10,5,89.81
2009,6,10,6,79.56
2009,6,10,7,65.0
2009,6,10,8,58.06
2009,6,10,9,54.88
2009,6,10,10,53.0
2009,6,10,11,51.38
2009,6,10,12,50.19
2009,6,10,13,49.62
2009,6,10,14,49.5
2009,6,10,15,49.5
2009,6,10,16,49.69
2009,6,10,17,50.94
2009,6,10,18,55.06
2009,6,10,19,69.69
2009,6,10,20,77.19
2009,6,10,21,81.25
2009,6,10,22,82.88
2009,6,10,23,83.56
2009,6,11,0,84.06
2009,6,11,1,84.31
2009,6,11,2,86.5
2009,6,11,3,90.44
2009,6,11,4,96.56
2009,6,11,5,88.12
2009,6,11,6,74.44
2009,6,11,7,62.0
2009,6,11,8,56.31
2009,6,11,9,53.31
2009,6,11,10,51.06
2009,6,11,11,49.12
2009,6,11,12,48.12
2009,6,11,13,48.12
2009,6,11,14,49.12
2009,6,11,15,50.5
2009,6,11,16,52.06
2009,6,11,17,54.06
2009,6,11,18,59.0
2009,6,11,19,70.0
2009,6,11,20,62.56
2009,6,11,21,61.0
2009,6,11,22,66.56
2009,6,11,23,72.94
2009,6,12,0,79.31
2009,6,12,1,83.25
2009,6,12,2,84.75
2009,6,12,3,84.75
2009,6,12,4,84.19
2009,6,12,5,76.25
2009,6,12,6,69.56
2009,6,12,7,64.31
2009,6,12,8,56.25
2009,6,12,9,53.12
2009,6,12,10,53.06
2009,6,12,11,53.12
2009,6,12,12,52.5
2009,6,12,13,51.88
2009,6,12,14,52.0
2009,6,12,15,52.19
2009,6,12,16,52.62
2009,6,12,17,55.44
2009,6,12,18,62.56
2009,6,12,19,70.56
2009,6,12,20,75.0
2009,6,12,21,77.94
2009,6,12,22,82.44
2009,6,12,23,86.38
2009,6,13,0,90.75
2009,6,13,1,94.75
2009,6,13,2,99.56
2009,6,13,3,100.0
2009,6,13,4,100.0
2009,6,13,5,93.69
2009,6,13,6,84.06
2009,6,13,7,74.56
2009,6,13,8,67.56
2009,6,13,9,61.0
2009,6,13,10,57.25
2009,6,13,11,55.0
2009,6,13,12,53.56
2009,6,13,13,52.25
2009,6,13,14,51.19
2009,6,13,15,50.94
2009,6,13,16,53.62
2009,6,13,17,57.0
2009,6,13,18,68.0
2009,6,13,19,74.56
2009,6,13,20,74.25
2009,6,13,21,76.31
2009,6,13,22,78.19
2009,6,13,23,80.62
2009,6,14,0,83.94
2009,6,14,1,88.0
2009,6,14,2,93.81
2009,6,14,3,98.69
2009,6,14,4,100.0
2009,6,14,5,90.5
2009,6,14,6,78.81
2009,6,14,7,68.5
2009,6,14,8,55.69
2009,6,14,9,51.81
2009,6,14,10,49.12
2009,6,14,11,47.44
2009,6,14,12,46.19
2009,6,14,13,44.88
2009,6,14,14,43.88
2009,6,14,15,43.31
2009,6,14,16,43.38
2009,6,14,17,45.38
2009,6,14,18,47.88
2009,6,14,19,65.88
2009,6,14,20,62.56
2009,6,14,21,65.25
2009,6,14,22,67.19
2009,6,14,23,70.88
2009,6,15,0,78.31
2009,6,15,1,85.62
2009,6,15,2,90.19
2009,6,15,3,91.44
2009,6,15,4,90.0
2009,6,15,5,86.06
2009,6,15,6,73.19
2009,6,15,7,69.19
2009,6,15,8,56.5
2009,6,15,9,52.19
2009,6,15,10,52.0
2009,6,15,11,53.62
2009,6,15,12,56.5
2009,6,15,13,58.88
2009,6,15,14,60.75
2009,6,15,15,61.62
2009,6,15,16,61.62
2009,6,15,17,63.06
2009,6,15,18,69.38
2009,6,15,19,79.94
2009,6,15,20,81.81
2009,6,15,21,84.94
2009,6,15,22,89.44
2009,6,15,23,94.44
2009,6,16,0,96.75
2009,6,16,1,95.94
2009,6,16,2,94.31
2009,6,16,3,93.88
2009,6,16,4,93.31
2009,6,16,5,93.19
2009,6,16,6,93.25
2009,6,16,7,93.62
2009,6,16,8,92.62
2009,6,16,9,91.75
2009,6,16,10,90.12
2009,6,16,11,88.62
2009,6,16,12,86.62
2009,6,16,13,83.88
2009,6,16,14,81.81
2009,6,16,15,83.06
2009,6,16,16,85.06
2009,6,16,17,87.44
2009,6,16,18,91.19
2009,6,16,19,94.44
2009,6,16,20,95.62
2009,6,16,21,96.25
2009,6,16,22,95.5
2009,6,16,23,96.25
2009,6,17,0,97.31
2009,6,17,1,98.19
2009,6,17,2,98.19
2009,6,17,3,97.94
2009,6,17,4,97.75
2009,6,17,5,97.12
2009,6,17,6,96.38
2009,6,17,7,94.5
2009,6,17,8,92.25
2009,6,17,9,89.25
2009,6,17,10,86.94
2009,6,17,11,85.12
2009,6,17,12,82.5
2009,6,17,13,80.06
2009,6,17,14,78.5
2009,6,17,15,77.75
2009,6,17,16,78.81
2009,6,17,17,82.38
2009,6,17,18,87.56
2009,6,17,19,93.12
2009,6,17,20,98.38
2009,6,17,21,100.0
2009,6,17,22,100.0
2009,6,17,23,100.0
2009,6,18,0,100.0
2009,6,18,1,100.0
2009,6,18,2,100.0
2009,6,18,3,100.0
2009,6,18,4,100.0
2009,6,18,5,98.62
2009,6,18,6,94.94
2009,6,18,7,86.44
2009,6,18,8,77.69
2009,6,18,9,74.81
2009,6,18,10,72.5
2009,6,18,11,69.31
2009,6,18,12,67.25
2009,6,18,13,66.94
2009,6,18,14,68.0
2009,6,18,15,70.88
2009,6,18,16,74.5
2009,6,18,17,75.69
2009,6,18,18,83.06
2009,6,18,19,87.81
2009,6,18,20,89.19
2009,6,18,21,92.38
2009,6,18,22,94.62
2009,6,18,23,96.56
2009,6,19,0,97.81
2009,6,19,1,99.44
2009,6,19,2,100.0
2009,6,19,3,100.0
2009,6,19,4,100.0
2009,6,19,5,96.69
2009,6,19,6,92.38
2009,6,19,7,86.88
2009,6,19,8,81.5
2009,6,19,9,78.5
2009,6,19,10,76.69
2009,6,19,11,75.31
2009,6,19,12,72.38
2009,6,19,13,70.12
2009,6,19,14,70.19
2009,6,19,15,70.38
2009,6,19,16,69.75
2009,6,19,17,72.38
2009,6,19,18,79.75
2009,6,19,19,87.69
2009,6,19,20,92.69
2009,6,19,21,93.56
2009,6,19,22,92.88
2009,6,19,23,93.06
2009,6,20,0,93.19
2009,6,20,1,94.12
2009,6,20,2,95.94
2009,6,20,3,97.5
2009,6,20,4,99.88
2009,6,20,5,93.19
2009,6,20,6,86.31
2009,6,20,7,75.81
2009,6,20,8,65.25
2009,6,20,9,60.25
2009,6,20,10,57.06
2009,6,20,11,54.62
2009,6,20,12,53.19
2009,6,20,13,52.38
2009,6,20,14,51.81
2009,6,20,15,51.31
2009,6,20,16,51.31
2009,6,20,17,52.88
2009,6,20,18,56.06
2009,6,20,19,68.31
2009,6,20,20,61.94
2009,6,20,21,65.44
2009,6,20,22,70.19
2009,6,20,23,75.19
2009,6,21,0,78.5
2009,6,21,1,80.44
2009,6,21,2,81.56
2009,6,21,3,82.19
2009,6,21,4,82.94
2009,6,21,5,80.38
2009,6,21,6,77.69
2009,6,21,7,73.81
2009,6,21,8,69.69
2009,6,21,9,64.25
2009,6,21,10,61.44
2009,6,21,11,59.75
2009,6,21,12,61.25
2009,6,21,13,64.81
2009,6,21,14,69.75
2009,6,21,15,74.25
2009,6,21,16,81.06
2009,6,21,17,87.56
2009,6,21,18,92.56
2009,6,21,19,95.31
2009,6,21,20,96.5
2009,6,21,21,97.31
2009,6,21,22,97.5
2009,6,21,23,97.56
2009,6,22,0,97.81
2009,6,22,1,97.94
2009,6,22,2,98.31
2009,6,22,3,98.62
2009,6,22,4,98.88
2009,6,22,5,97.12
2009,6,22,6,94.25
2009,6,22,7,89.5
2009,6,22,8,83.88
2009,6,22,9,78.69
2009,6,22,10,74.38
2009,6,22,11,71.75
2009,6,22,12,69.5
2009,6,22,13,68.19
2009,6,22,14,67.81
2009,6,22,15,67.62
2009,6,22,16,67.81
2009,6,22,17,69.25
2009,6,22,18,74.0
2009,6,22,19,85.19
2009,6,22,20,88.81
2009,6,22,21,91.5
2009,6,22,22,94.44
2009,6,22,23,96.44
2009,6,23,0,98.12
2009,6,23,1,99.62
2009,6,23,2,100.0
2009,6,23,3,100.0
2009,6,23,4,98.0
2009,6,23,5,90.88
2009,6,23,6,82.88
2009,6,23,7,79.19
2009,6,23,8,68.12
2009,6,23,9,65.94
2009,6,23,10,66.56
2009,6,23,11,70.38
2009,6,23,12,76.19
2009,6,23,13,77.25
2009,6,23,14,74.62
2009,6,23,15,72.19
2009,6,23,16,71.94
2009,6,23,17,73.5
2009,6,23,18,78.31
2009,6,23,19,86.56
2009,6,23,20,91.5
2009,6,23,21,92.88
2009,6,23,22,92.94
2009,6,23,23,91.06
2009,6,24,0,87.38
2009,6,24,1,82.0
2009,6,24,2,78.19
2009,6,24,3,77.06
2009,6,24,4,76.75
2009,6,24,5,73.44
2009,6,24,6,61.94
2009,6,24,7,60.5
2009,6,24,8,57.75
2009,6,24,9,48.5
2009,6,24,10,48.19
2009,6,24,11,48.75
2009,6,24,12,49.69
2009,6,24,13,53.69
2009,6,24,14,62.56
2009,6,24,15,71.81
2009,6,24,16,70.56
2009,6,24,17,60.0
2009,6,24,18,67.25
2009,6,24,19,78.88
2009,6,24,20,79.62
2009,6,24,21,81.38
2009,6,24,22,84.62
2009,6,24,23,87.12
2009,6,25,0,88.44
2009,6,25,1,89.38
2009,6,25,2,93.12
2009,6,25,3,96.5
2009,6,25,4,98.5
2009,6,25,5,92.38
2009,6,25,6,88.88
2009,6,25,7,82.94
2009,6,25,8,72.81
2009,6,25,9,65.19
2009,6,25,10,60.75
2009,6,25,11,58.12
2009,6,25,12,55.69
2009,6,25,13,53.5
2009,6,25,14,51.69
2009,6,25,15,50.19
2009,6,25,16,49.31
2009,6,25,17,50.38
2009,6,25,18,57.62
2009,6,25,19,69.12
2009,6,25,20,71.94
2009,6,25,21,73.06
2009,6,25,22,73.81
2009,6,25,23,73.44
2009,6,26,0,72.19
2009,6,26,1,72.56
2009,6,26,2,75.0
2009,6,26,3,80.25
2009,6,26,4,86.62
2009,6,26,5,83.81
2009,6,26,6,72.19
2009,6,26,7,68.25
2009,6,26,8,56.56
2009,6,26,9,48.62
2009,6,26,10,46.0
2009,6,26,11,43.81
2009,6,26,12,42.31
2009,6,26,13,41.31
2009,6,26,14,41.94
2009,6,26,15,44.81
2009,6,26,16,47.5
2009,6,26,17,51.62
2009,6,26,18,56.88
2009,6,26,19,59.19
2009,6,26,20,60.25
2009,6,26,21,60.69
2009,6,26,22,62.88
2009,6,26,23,66.12
2009,6,27,0,72.44
2009,6,27,1,82.75
2009,6,27,2,91.25
2009,6,27,3,94.69
2009,6,27,4,95.38
2009,6,27,5,95.69
2009,6,27,6,94.88
2009,6,27,7,92.25
2009,6,27,8,88.0
2009,6,27,9,84.25
2009,6,27,10,80.31
2009,6,27,11,74.75
2009,6,27,12,67.75
2009,6,27,13,62.56
2009,6,27,14,58.44
2009,6,27,15,56.5
2009,6,27,16,57.12
2009,6,27,17,59.56
2009,6,27,18,64.88
2009,6,27,19,72.44
2009,6,27,20,80.31
2009,6,27,21,84.38
2009,6,27,22,85.56
2009,6,27,23,83.19
2009,6,28,0,79.44
2009,6,28,1,78.12
2009,6,28,2,77.12
2009,6,28,3,77.44
2009,6,28,4,78.44
2009,6,28,5,77.69
2009,6,28,6,73.56
2009,6,28,7,68.88
2009,6,28,8,66.62
2009,6,28,9,64.56
2009,6,28,10,62.0
2009,6,28,11,59.62
2009,6,28,12,57.5
2009,6,28,13,56.19
2009,6,28,14,55.75
2009,6,28,15,56.19
2009,6,28,16,56.88
2009,6,28,17,58.38
2009,6,28,18,61.62
2009,6,28,19,66.56
2009,6,28,20,73.25
2009,6,28,21,79.19
