tair,rh,D_air,irradiance,apar,Cs,bm_c,bm_n,rCN,Vm25,LAI,Ac,An,Reco,NEE
11.1514,0.0,0.3933107989449626,0.0,917.92149,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,4.061550536921749,4.061550536921749
13.9203,0.0,0.4715487511377586,0.0,1015.7680899999999,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,4.9208945307810374,4.9208945307810374
15.8782,0.0,0.5349690904577016,0.0,1015.7680899999999,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,5.636152295922787,5.636152295922787
16.8917,0.0,0.5706977687275591,0.0,917.92149,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,6.046333664074397,6.046333664074397
16.8917,0.0,0.5706977687275591,0.0,728.89622,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,6.046333664074397,6.046333664074397
15.8782,0.0,0.5349690904577016,0.0,461.57412,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,5.636152295922787,5.636152295922787
13.9203,0.0,0.4715487511377586,0.0,134.17302999999998,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,4.9208945307810374,4.9208945307810374
11.1514,0.0,0.3933107989449626,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,4.061550536921749,4.061550536921749
7.7603,0.0,0.313418072914573,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,3.210772832499118,3.210772832499118
3.9779,0.0,0.24170532971246952,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,2.4702903056303027,2.4702903056303027
0.0621,0.0,0.18330624515699914,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,1.8830882276567313,1.8830882276567313
-3.7202,0.0,0.13926705562825664,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,1.4488121956489892,1.4488121956489892
-7.1114,0.0,0.10813681188895476,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,1.1453198848911952,1.1453198848911952
-9.8803,0.0,0.087531044735965,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,0.9453107690744729,0.9453107690744729
-7.3035,0.0,0.10384385783209563,0.0,0.0,400.0,0.0,0.0,20.0,38.43125,0.0,0.0,0.0,1.1301706240954488,1.1301706240954488
