tair,rh,D_air,rad,apar,LAI,Ac,Reco,NEE
20.2946,0.0,0.0,0.0,0.0,0.0,0.0,1.2780973624829988e9,1.2780973624829988e9
17.478,0.0,0.0,0.0,0.0,0.0,0.0,1.0514190223640753e9,1.0514190223640753e9
14.562,0.0,0.0,0.0,0.0,0.0,0.0,8.590045877595742e8,8.590045877595742e8
11.7455,0.0,0.0,0.0,0.0,0.0,0.0,7.06659798169809e8,7.06659798169809e8
9.2202,0.0,0.0,0.0,0.0,0.0,0.0,5.931865295354683e8,5.931865295354683e8
7.1583,0.0,0.0,0.0,0.0,0.0,0.0,5.1418796265793544e8,5.1418796265793544e8
4.447,0.0,0.0,0.0,0.0,0.0,0.0,4.260922574678131e8,4.260922574678131e8
3.6774,0.0,0.0,0.0,0.0,0.0,0.0,4.0395814965485823e8,4.0395814965485823e8
3.6774,0.0,0.0,0.0,0.0,0.0,0.0,4.0395814965485823e8,4.0395814965485823e8
4.447,0.0,0.0,0.0,0.0,0.0,0.0,4.260922574678131e8,4.260922574678131e8
5.9337,0.0,0.0,0.0,0.0,0.0,0.0,4.7234331382288057e8,4.7234331382288057e8
8.0362,0.0,0.0,0.0,0.0,0.0,0.0,5.464486139706261e8,5.464486139706261e8
10.6112,0.0,0.0,0.0,0.0,0.0,0.0,6.532276398233627e8,6.532276398233627e8
13.4833,0.0,0.0,0.0,0.0,0.0,0.0,7.971193976513804e8,7.971193976513804e8
16.4567,0.0,0.0,0.0,0.0,0.0,0.0,9.795613398762195e8,9.795613398762195e8
19.3288,0.0,0.0,0.0,0.0,0.0,0.0,1.195337272341771e9,1.195337272341771e9
21.9038,0.0,0.0,0.0,0.0,0.0,0.0,1.4289126648726091e9,1.4289126648726091e9
24.0063,0.0,0.0,0.0,0.0,0.0,0.0,1.6530928296309197e9,1.6530928296309197e9
25.493,0.0,0.0,0.0,0.0,0.0,0.0,1.832531174926817e9,1.832531174926817e9
26.2626,0.0,0.0,0.0,0.0,0.0,0.0,1.9329411867834575e9,1.9329411867834575e9
26.2626,0.0,0.0,0.0,0.0,0.0,0.0,1.9329411867834575e9,1.9329411867834575e9
25.493,0.0,0.0,0.0,0.0,0.0,0.0,1.832531174926817e9,1.832531174926817e9
24.0063,0.0,0.0,0.0,0.0,0.0,0.0,1.6530928296309197e9,1.6530928296309197e9
21.9038,0.0,0.0,0.0,0.0,0.0,0.0,1.4289126648726091e9,1.4289126648726091e9
19.3288,0.0,0.0,0.0,0.0,0.0,0.0,1.195337272341771e9,1.195337272341771e9
16.4567,0.0,0.0,0.0,0.0,0.0,0.0,9.795613398762195e8,9.795613398762195e8
13.4833,0.0,0.0,0.0,0.0,0.0,0.0,7.971193976513804e8,7.971193976513804e8
10.6113,0.0,0.0,0.0,0.0,0.0,0.0,6.532321676680245e8,6.532321676680245e8
8.0362,0.0,0.0,0.0,0.0,0.0,0.0,5.464486139706261e8,5.464486139706261e8
5.9337,0.0,0.0,0.0,0.0,0.0,0.0,4.7234331382288057e8,4.7234331382288057e8
2.8283,0.0,0.0,0.0,0.0,0.0,0.0,3.8086925577222586e8,3.8086925577222586e8
2.0398,0.0,0.0,0.0,0.0,0.0,0.0,3.606116077473541e8,3.606116077473541e8
2.0398,0.0,0.0,0.0,0.0,0.0,0.0,3.606116077473541e8,3.606116077473541e8
2.8283,0.0,0.0,0.0,0.0,0.0,0.0,3.8086925577222586e8,3.8086925577222586e8
4.3516,0.0,0.0,0.0,0.0,0.0,0.0,4.2328396486099434e8,4.2328396486099434e8
6.5058,0.0,0.0,0.0,0.0,0.0,0.0,4.914504060209505e8,4.914504060209505e8
9.1441,0.0,0.0,0.0,0.0,0.0,0.0,5.900657974767758e8,5.900657974767758e8
12.0868,0.0,0.0,0.0,0.0,0.0,0.0,7.235766419402444e8,7.235766419402444e8
15.1332,0.0,0.0,0.0,0.0,0.0,0.0,8.936970341279836e8,8.936970341279836e8
18.0759,0.0,0.0,0.0,0.0,0.0,0.0,1.095908798021347e9,1.095908798021347e9
20.7142,0.0,0.0,0.0,0.0,0.0,0.0,1.3158159825362258e9,1.3158159825362258e9
22.8684,0.0,0.0,0.0,0.0,0.0,0.0,1.5277174486839983e9,1.5277174486839983e9
24.3917,0.0,0.0,0.0,0.0,0.0,0.0,1.6978485111778355e9,1.6978485111778355e9
25.1802,0.0,0.0,0.0,0.0,0.0,0.0,1.7932265212032092e9,1.7932265212032092e9
25.1802,0.0,0.0,0.0,0.0,0.0,0.0,1.7932265212032092e9,1.7932265212032092e9
24.3917,0.0,0.0,0.0,0.0,0.0,0.0,1.6978485111778355e9,1.6978485111778355e9
22.8684,0.0,0.0,0.0,0.0,0.0,0.0,1.5277174486839983e9,1.5277174486839983e9
20.7143,0.0,0.0,0.0,0.0,0.0,0.0,1.315825103109219e9,1.315825103109219e9
18.0759,0.0,0.0,0.0,0.0,0.0,0.0,1.095908798021347e9,1.095908798021347e9
15.1333,0.0,0.0,0.0,0.0,0.0,0.0,8.937032287852492e8,8.937032287852492e8
12.0868,0.0,0.0,0.0,0.0,0.0,0.0,7.235766419402444e8,7.235766419402444e8
9.1441,0.0,0.0,0.0,0.0,0.0,0.0,5.900657974767758e8,5.900657974767758e8
6.5058,0.0,0.0,0.0,0.0,0.0,0.0,4.914504060209505e8,4.914504060209505e8
4.3516,0.0,0.0,0.0,0.0,0.0,0.0,4.2328396486099434e8,4.2328396486099434e8
2.5072,0.0,0.0,0.0,0.0,0.0,0.0,3.7248590551606625e8,3.7248590551606625e8
1.6221,0.0,0.0,0.0,0.0,0.0,0.0,3.503206025924273e8,3.503206025924273e8
1.6221,0.0,0.0,0.0,0.0,0.0,0.0,3.503206025924273e8,3.503206025924273e8
2.5072,0.0,0.0,0.0,0.0,0.0,0.0,3.7248590551606625e8,3.7248590551606625e8
4.2171,0.0,0.0,0.0,0.0,0.0,0.0,4.193560984570327e8,4.193560984570327e8
6.6352,0.0,0.0,0.0,0.0,0.0,0.0,4.958782117251604e8,4.958782117251604e8
9.5969,0.0,0.0,0.0,0.0,0.0,0.0,6.088791184674886e8,6.088791184674886e8
12.9001,0.0,0.0,0.0,0.0,0.0,0.0,7.655389785295088e8,7.655389785295088e8
16.3199,0.0,0.0,0.0,0.0,0.0,0.0,9.70316789851413e8,9.70316789851413e8
19.6231,0.0,0.0,0.0,0.0,0.0,0.0,1.2199717507516162e9,1.2199717507516162e9
22.5848,0.0,0.0,0.0,0.0,0.0,0.0,1.4979793557950945e9,1.4979793557950945e9
25.0029,0.0,0.0,0.0,0.0,0.0,0.0,1.7713235288242507e9,1.7713235288242507e9
26.7128,0.0,0.0,0.0,0.0,0.0,0.0,1.994210554420141e9,1.994210554420141e9
27.5979,0.0,0.0,0.0,0.0,0.0,0.0,2.120387207192296e9,2.120387207192296e9
27.5979,0.0,0.0,0.0,0.0,0.0,0.0,2.120387207192296e9,2.120387207192296e9
26.7128,0.0,0.0,0.0,0.0,0.0,0.0,1.994210554420141e9,1.994210554420141e9
25.0029,0.0,0.0,0.0,0.0,0.0,0.0,1.7713235288242507e9,1.7713235288242507e9
22.5848,0.0,0.0,0.0,0.0,0.0,0.0,1.4979793557950945e9,1.4979793557950945e9
19.6232,0.0,0.0,0.0,0.0,0.0,0.0,1.219980206980714e9,1.219980206980714e9
16.3199,0.0,0.0,0.0,0.0,0.0,0.0,9.70316789851413e8,9.70316789851413e8
12.9001,0.0,0.0,0.0,0.0,0.0,0.0,7.655389785295088e8,7.655389785295088e8
9.5969,0.0,0.0,0.0,0.0,0.0,0.0,6.088791184674886e8,6.088791184674886e8
6.6353,0.0,0.0,0.0,0.0,0.0,0.0,4.9588164890291613e8,4.9588164890291613e8
4.2171,0.0,0.0,0.0,0.0,0.0,0.0,4.193560984570327e8,4.193560984570327e8
3.9505,0.0,0.0,0.0,0.0,0.0,0.0,4.1167785251795655e8,4.1167785251795655e8
3.0181,0.0,0.0,0.0,0.0,0.0,0.0,3.859130515417081e8,3.859130515417081e8
3.0181,0.0,0.0,0.0,0.0,0.0,0.0,3.859130515417081e8,3.859130515417081e8
3.9505,0.0,0.0,0.0,0.0,0.0,0.0,4.1167785251795655e8,4.1167785251795655e8
5.7517,0.0,0.0,0.0,0.0,0.0,0.0,4.664219993285985e8,4.664219993285985e8
8.2991,0.0,0.0,0.0,0.0,0.0,0.0,5.564977430386407e8,5.564977430386407e8
11.419,0.0,0.0,0.0,0.0,0.0,0.0,6.908468085786303e8,6.908468085786303e8
14.8987,0.0,0.0,0.0,0.0,0.0,0.0,8.792880345396637e8,8.792880345396637e8
18.5013,0.0,0.0,0.0,0.0,0.0,0.0,1.1287044297733326e9,1.1287044297733326e9
21.981,0.0,0.0,0.0,0.0,0.0,0.0,1.4365794084994233e9,1.4365794084994233e9
25.1009,0.0,0.0,0.0,0.0,0.0,0.0,1.7833968098639593e9,1.7833968098639593e9
27.6483,0.0,0.0,0.0,0.0,0.0,0.0,2.1278076528556085e9,2.1278076528556085e9
29.4495,0.0,0.0,0.0,0.0,0.0,0.0,2.4107595139291873e9,2.4107595139291873e9
30.3819,0.0,0.0,0.0,0.0,0.0,0.0,2.571709600560994e9,2.571709600560994e9
30.3819,0.0,0.0,0.0,0.0,0.0,0.0,2.571709600560994e9,2.571709600560994e9
29.4495,0.0,0.0,0.0,0.0,0.0,0.0,2.4107595139291873e9,2.4107595139291873e9
27.6483,0.0,0.0,0.0,0.0,0.0,0.0,2.1278076528556085e9,2.1278076528556085e9
25.1009,0.0,0.0,0.0,0.0,0.0,0.0,1.7833968098639593e9,1.7833968098639593e9
21.9811,0.0,0.0,0.0,0.0,0.0,0.0,1.4365893661436033e9,1.4365893661436033e9
18.5013,0.0,0.0,0.0,0.0,0.0,0.0,1.1287044297733326e9,1.1287044297733326e9
14.8988,0.0,0.0,0.0,0.0,0.0,0.0,8.792941293210045e8,8.792941293210045e8
11.419,0.0,0.0,0.0,0.0,0.0,0.0,6.908468085786303e8,6.908468085786303e8
8.2991,0.0,0.0,0.0,0.0,0.0,0.0,5.564977430386407e8,5.564977430386407e8
5.7518,0.0,0.0,0.0,0.0,0.0,0.0,4.6642523233073986e8,4.6642523233073986e8
8.4089,0.0,0.0,0.0,0.0,0.0,0.0,5.607492697434554e8,5.607492697434554e8
7.6732,0.0,0.0,0.0,0.0,0.0,0.0,5.328708211865964e8,5.328708211865964e8
7.6732,0.0,0.0,0.0,0.0,0.0,0.0,5.328708211865964e8,5.328708211865964e8
8.409,0.0,0.0,0.0,0.0,0.0,0.0,5.607531565746778e8,5.607531565746778e8
9.8304,0.0,0.0,0.0,0.0,0.0,0.0,6.188139999710896e8,6.188139999710896e8
11.8406,0.0,0.0,0.0,0.0,0.0,0.0,7.11333365964487e8,7.11333365964487e8
14.3026,0.0,0.0,0.0,0.0,0.0,0.0,8.436975058147928e8,8.436975058147928e8
17.0486,0.0,0.0,0.0,0.0,0.0,0.0,1.0205859893734277e9,1.0205859893734277e9
19.8914,0.0,0.0,0.0,0.0,0.0,0.0,1.2428720144833264e9,1.2428720144833264e9
22.6374,0.0,0.0,0.0,0.0,0.0,0.0,1.5034508882908297e9,1.5034508882908297e9
25.0994,0.0,0.0,0.0,0.0,0.0,0.0,1.7832113960324686e9,1.7832113960324686e9
27.1096,0.0,0.0,0.0,0.0,0.0,0.0,2.0498207290482585e9,2.0498207290482585e9
28.531,0.0,0.0,0.0,0.0,0.0,0.0,2.2620608545733294e9,2.2620608545733294e9
29.2668,0.0,0.0,0.0,0.0,0.0,0.0,2.3804226355299525e9,2.3804226355299525e9
29.2668,0.0,0.0,0.0,0.0,0.0,0.0,2.3804226355299525e9,2.3804226355299525e9
28.5311,0.0,0.0,0.0,0.0,0.0,0.0,2.2620765340387e9,2.2620765340387e9
27.1096,0.0,0.0,0.0,0.0,0.0,0.0,2.0498207290482585e9,2.0498207290482585e9
25.0994,0.0,0.0,0.0,0.0,0.0,0.0,1.7832113960324686e9,1.7832113960324686e9
22.6374,0.0,0.0,0.0,0.0,0.0,0.0,1.5034508882908297e9,1.5034508882908297e9
19.8915,0.0,0.0,0.0,0.0,0.0,0.0,1.242880629445513e9,1.242880629445513e9
17.0486,0.0,0.0,0.0,0.0,0.0,0.0,1.0205859893734277e9,1.0205859893734277e9
14.3026,0.0,0.0,0.0,0.0,0.0,0.0,8.436975058147928e8,8.436975058147928e8
11.8406,0.0,0.0,0.0,0.0,0.0,0.0,7.11333365964487e8,7.11333365964487e8
9.8304,0.0,0.0,0.0,0.0,0.0,0.0,6.188139999710896e8,6.188139999710896e8
6.0781,0.0,0.0,0.0,0.0,0.0,0.0,4.77094758487526e8,4.77094758487526e8
5.2721,0.0,0.0,0.0,0.0,0.0,0.0,4.51171468517601e8,4.51171468517601e8
5.2721,0.0,0.0,0.0,0.0,0.0,0.0,4.51171468517601e8,4.51171468517601e8
6.0781,0.0,0.0,0.0,0.0,0.0,0.0,4.77094758487526e8,4.77094758487526e8
7.6353,0.0,0.0,0.0,0.0,0.0,0.0,5.314727918528841e8,5.314727918528841e8
9.8375,0.0,0.0,0.0,0.0,0.0,0.0,6.191186146379871e8,6.191186146379871e8
12.5346,0.0,0.0,0.0,0.0,0.0,0.0,7.46388023260583e8,7.46388023260583e8
15.5428,0.0,0.0,0.0,0.0,0.0,0.0,9.194338850025418e8,9.194338850025418e8
18.6572,0.0,0.0,0.0,0.0,0.0,0.0,1.1409675347961469e9,1.1409675347961469e9
21.6654,0.0,0.0,0.0,0.0,0.0,0.0,1.405494435182203e9,1.405494435182203e9
24.3625,0.0,0.0,0.0,0.0,0.0,0.0,1.6944155584674096e9,1.6944155584674096e9
26.5647,0.0,0.0,0.0,0.0,0.0,0.0,1.9738436835535648e9,1.9738436835535648e9
28.1219,0.0,0.0,0.0,0.0,0.0,0.0,2.1988173093853464e9,2.1988173093853464e9
28.9279,0.0,0.0,0.0,0.0,0.0,0.0,2.3251563682123084e9,2.3251563682123084e9
28.9279,0.0,0.0,0.0,0.0,0.0,0.0,2.3251563682123084e9,2.3251563682123084e9
28.1219,0.0,0.0,0.0,0.0,0.0,0.0,2.1988173093853464e9,2.1988173093853464e9
26.5647,0.0,0.0,0.0,0.0,0.0,0.0,1.9738436835535648e9,1.9738436835535648e9
24.3625,0.0,0.0,0.0,0.0,0.0,0.0,1.6944155584674096e9,1.6944155584674096e9
21.6654,0.0,0.0,0.0,0.0,0.0,0.0,1.405494435182203e9,1.405494435182203e9
18.6572,0.0,0.0,0.0,0.0,0.0,0.0,1.1409675347961469e9,1.1409675347961469e9
15.5429,0.0,0.0,0.0,0.0,0.0,0.0,9.194402580546798e8,9.194402580546798e8
12.5346,0.0,0.0,0.0,0.0,0.0,0.0,7.46388023260583e8,7.46388023260583e8
9.8375,0.0,0.0,0.0,0.0,0.0,0.0,6.191186146379871e8,6.191186146379871e8
7.6353,0.0,0.0,0.0,0.0,0.0,0.0,5.314727918528841e8,5.314727918528841e8
4.6556,0.0,0.0,0.0,0.0,0.0,0.0,4.322979025550481e8,4.322979025550481e8
3.7719,0.0,0.0,0.0,0.0,0.0,0.0,4.066128578281036e8,4.066128578281036e8
3.7719,0.0,0.0,0.0,0.0,0.0,0.0,4.066128578281036e8,4.066128578281036e8
4.6557,0.0,0.0,0.0,0.0,0.0,0.0,4.3230089902615714e8,4.3230089902615714e8
6.3629,0.0,0.0,0.0,0.0,0.0,0.0,4.8660658258542323e8,4.8660658258542323e8
8.7774,0.0,0.0,0.0,0.0,0.0,0.0,5.752566820290327e8,5.752566820290327e8
11.7345,0.0,0.0,0.0,0.0,0.0,0.0,7.06121202353909e8,7.06121202353909e8
15.0327,0.0,0.0,0.0,0.0,0.0,0.0,8.87493059088247e8,8.87493059088247e8
18.4473,0.0,0.0,0.0,0.0,0.0,0.0,1.1244875917147145e9,1.1244875917147145e9
21.7455,0.0,0.0,0.0,0.0,0.0,0.0,1.413319596339618e9,1.413319596339618e9
24.7026,0.0,0.0,0.0,0.0,0.0,0.0,1.7348341424868586e9,1.7348341424868586e9
27.1171,0.0,0.0,0.0,0.0,0.0,0.0,2.0508866266774743e9,2.0508866266774743e9
28.8243,0.0,0.0,0.0,0.0,0.0,0.0,2.3085192164203386e9,2.3085192164203386e9
29.7081,0.0,0.0,0.0,0.0,0.0,0.0,2.4543614729949546e9,2.4543614729949546e9
29.7081,0.0,0.0,0.0,0.0,0.0,0.0,2.4543614729949546e9,2.4543614729949546e9
28.8244,0.0,0.0,0.0,0.0,0.0,0.0,2.308535217911662e9,2.308535217911662e9
27.1171,0.0,0.0,0.0,0.0,0.0,0.0,2.0508866266774743e9,2.0508866266774743e9
24.7026,0.0,0.0,0.0,0.0,0.0,0.0,1.7348341424868586e9,1.7348341424868586e9
21.7455,0.0,0.0,0.0,0.0,0.0,0.0,1.413319596339618e9,1.413319596339618e9
18.4473,0.0,0.0,0.0,0.0,0.0,0.0,1.1244875917147145e9,1.1244875917147145e9
15.0327,0.0,0.0,0.0,0.0,0.0,0.0,8.87493059088247e8,8.87493059088247e8
11.7345,0.0,0.0,0.0,0.0,0.0,0.0,7.06121202353909e8,7.06121202353909e8
8.7774,0.0,0.0,0.0,0.0,0.0,0.0,5.752566820290327e8,5.752566820290327e8
6.363,0.0,0.0,0.0,0.0,0.0,0.0,4.8660995549691916e8,4.8660995549691916e8
9.1074,0.0,0.0,0.0,0.0,0.0,0.0,5.885666660990083e8,5.885666660990083e8
8.373,0.0,0.0,0.0,0.0,0.0,0.0,5.593556368460922e8,5.593556368460922e8
8.373,0.0,0.0,0.0,0.0,0.0,0.0,5.593556368460922e8,5.593556368460922e8
9.1074,0.0,0.0,0.0,0.0,0.0,0.0,5.885666660990083e8,5.885666660990083e8
10.5263,0.0,0.0,0.0,0.0,0.0,0.0,6.493948018706286e8,6.493948018706286e8
12.5328,0.0,0.0,0.0,0.0,0.0,0.0,7.462949048540252e8,7.462949048540252e8
14.9902,0.0,0.0,0.0,0.0,0.0,0.0,8.848824621483788e8,8.848824621483788e8
17.7312,0.0,0.0,0.0,0.0,0.0,0.0,1.0700348181433917e9,1.0700348181433917e9
20.5688,0.0,0.0,0.0,0.0,0.0,0.0,1.302621317341762e9,1.302621317341762e9
23.3098,0.0,0.0,0.0,0.0,0.0,0.0,1.5751811387779293e9,1.5751811387779293e9
25.7672,0.0,0.0,0.0,0.0,0.0,0.0,1.8676935288525615e9,1.8676935288525615e9
27.7737,0.0,0.0,0.0,0.0,0.0,0.0,2.1463833101164582e9,2.1463833101164582e9
29.1926,0.0,0.0,0.0,0.0,0.0,0.0,2.3682111894815016e9,2.3682111894815016e9
29.927,0.0,0.0,0.0,0.0,0.0,0.0,2.4918854349456058e9,2.4918854349456058e9
29.927,0.0,0.0,0.0,0.0,0.0,0.0,2.4918854349456058e9,2.4918854349456058e9
29.1926,0.0,0.0,0.0,0.0,0.0,0.0,2.3682111894815016e9,2.3682111894815016e9
27.7738,0.0,0.0,0.0,0.0,0.0,0.0,2.1463981877634172e9,2.1463981877634172e9
25.7673,0.0,0.0,0.0,0.0,0.0,0.0,1.86770647476246e9,1.86770647476246e9
23.3098,0.0,0.0,0.0,0.0,0.0,0.0,1.5751811387779293e9,1.5751811387779293e9
20.5688,0.0,0.0,0.0,0.0,0.0,0.0,1.302621317341762e9,1.302621317341762e9
17.7312,0.0,0.0,0.0,0.0,0.0,0.0,1.0700348181433917e9,1.0700348181433917e9
14.9903,0.0,0.0,0.0,0.0,0.0,0.0,8.848885957074713e8,8.848885957074713e8
12.5328,0.0,0.0,0.0,0.0,0.0,0.0,7.462949048540252e8,7.462949048540252e8
10.5263,0.0,0.0,0.0,0.0,0.0,0.0,6.493948018706286e8,6.493948018706286e8
10.46,0.0,0.0,0.0,0.0,0.0,0.0,6.464173121889087e8,6.464173121889087e8
9.7499,0.0,0.0,0.0,0.0,0.0,0.0,6.153707354345087e8,6.153707354345087e8
9.7499,0.0,0.0,0.0,0.0,0.0,0.0,6.153707354345087e8,6.153707354345087e8
10.46,0.0,0.0,0.0,0.0,0.0,0.0,6.464173121889087e8,6.464173121889087e8
11.8319,0.0,0.0,0.0,0.0,0.0,0.0,7.109045341945822e8,7.109045341945822e8
13.7719,0.0,0.0,0.0,0.0,0.0,0.0,8.132257156562072e8,8.132257156562072e8
16.148,0.0,0.0,0.0,0.0,0.0,0.0,9.588238773521726e8,9.588238773521726e8
18.7982,0.0,0.0,0.0,0.0,0.0,0.0,1.152173308576377e9,1.152173308576377e9
21.5418,0.0,0.0,0.0,0.0,0.0,0.0,1.393504577584824e9,1.393504577584824e9
24.192,0.0,0.0,0.0,0.0,0.0,0.0,1.6745085490632946e9,1.6745085490632946e9
26.5681,0.0,0.0,0.0,0.0,0.0,0.0,1.9743089141944718e9,1.9743089141944718e9
28.5081,0.0,0.0,0.0,0.0,0.0,0.0,2.2584731176194386e9,2.2584731176194386e9
29.88,0.0,0.0,0.0,0.0,0.0,0.0,2.4837806002371073e9,2.4837806002371073e9
30.5901,0.0,0.0,0.0,0.0,0.0,0.0,2.609091864822847e9,2.609091864822847e9
30.5901,0.0,0.0,0.0,0.0,0.0,0.0,2.609091864822847e9,2.609091864822847e9
29.88,0.0,0.0,0.0,0.0,0.0,0.0,2.4837806002371073e9,2.4837806002371073e9
28.5082,0.0,0.0,0.0,0.0,0.0,0.0,2.2584887722164264e9,2.2584887722164264e9
26.5681,0.0,0.0,0.0,0.0,0.0,0.0,1.9743089141944718e9,1.9743089141944718e9
24.192,0.0,0.0,0.0,0.0,0.0,0.0,1.6745085490632946e9,1.6745085490632946e9
21.5419,0.0,0.0,0.0,0.0,0.0,0.0,1.3935142366559865e9,1.3935142366559865e9
18.7982,0.0,0.0,0.0,0.0,0.0,0.0,1.152173308576377e9,1.152173308576377e9
16.148,0.0,0.0,0.0,0.0,0.0,0.0,9.588238773521726e8,9.588238773521726e8
13.7719,0.0,0.0,0.0,0.0,0.0,0.0,8.132257156562072e8,8.132257156562072e8
11.8319,0.0,0.0,0.0,0.0,0.0,0.0,7.109045341945822e8,7.109045341945822e8
8.943,0.0,0.0,0.0,0.0,0.0,0.0,5.818978180915643e8,5.818978180915643e8
8.2214,0.0,0.0,0.0,0.0,0.0,0.0,5.535086398315121e8,5.535086398315121e8
8.2214,0.0,0.0,0.0,0.0,0.0,0.0,5.535086398315121e8,5.535086398315121e8
8.943,0.0,0.0,0.0,0.0,0.0,0.0,5.818978180915643e8,5.818978180915643e8
10.337,0.0,0.0,0.0,0.0,0.0,0.0,6.409295721207583e8,6.409295721207583e8
12.3084,0.0,0.0,0.0,0.0,0.0,0.0,7.347766784297806e8,7.347766784297806e8
14.7229,0.0,0.0,0.0,0.0,0.0,0.0,8.686384631708658e8,8.686384631708658e8
17.416,0.0,0.0,0.0,0.0,0.0,0.0,1.0469102311847812e9,1.0469102311847812e9
20.204,0.0,0.0,0.0,0.0,0.0,0.0,1.2700961713478034e9,1.2700961713478034e9
22.8971,0.0,0.0,0.0,0.0,0.0,0.0,1.530759611448474e9,1.530759611448474e9
25.3116,0.0,0.0,0.0,0.0,0.0,0.0,1.809633750507918e9,1.809633750507918e9
27.283,0.0,0.0,0.0,0.0,0.0,0.0,2.0746065312182355e9,2.0746065312182355e9
28.677,0.0,0.0,0.0,0.0,0.0,0.0,2.2850690190479517e9,2.2850690190479517e9
29.3986,0.0,0.0,0.0,0.0,0.0,0.0,2.40226905360933e9,2.40226905360933e9
29.3986,0.0,0.0,0.0,0.0,0.0,0.0,2.40226905360933e9,2.40226905360933e9
28.677,0.0,0.0,0.0,0.0,0.0,0.0,2.2850690190479517e9,2.2850690190479517e9
27.283,0.0,0.0,0.0,0.0,0.0,0.0,2.0746065312182355e9,2.0746065312182355e9
25.3116,0.0,0.0,0.0,0.0,0.0,0.0,1.809633750507918e9,1.809633750507918e9
22.8971,0.0,0.0,0.0,0.0,0.0,0.0,1.530759611448474e9,1.530759611448474e9
20.204,0.0,0.0,0.0,0.0,0.0,0.0,1.2700961713478034e9,1.2700961713478034e9
17.416,0.0,0.0,0.0,0.0,0.0,0.0,1.0469102311847812e9,1.0469102311847812e9
14.723,0.0,0.0,0.0,0.0,0.0,0.0,8.686444841347517e8,8.686444841347517e8
12.3085,0.0,0.0,0.0,0.0,0.0,0.0,7.347817715312598e8,7.347817715312598e8
10.337,0.0,0.0,0.0,0.0,0.0,0.0,6.409295721207583e8,6.409295721207583e8
6.2689,0.0,0.0,0.0,0.0,0.0,0.0,4.8344636328264886e8,4.8344636328264886e8
5.4,0.0,0.0,0.0,0.0,0.0,0.0,4.551890448986368e8,4.551890448986368e8
5.4,0.0,0.0,0.0,0.0,0.0,0.0,4.551890448986368e8,4.551890448986368e8
6.2689,0.0,0.0,0.0,0.0,0.0,0.0,4.8344636328264886e8,4.8344636328264886e8
7.9475,0.0,0.0,0.0,0.0,0.0,0.0,5.430992370331386e8,5.430992370331386e8
10.3213,0.0,0.0,0.0,0.0,0.0,0.0,6.402324656139337e8,6.402324656139337e8
13.2287,0.0,0.0,0.0,0.0,0.0,0.0,7.831756099528797e8,7.831756099528797e8
16.4714,0.0,0.0,0.0,0.0,0.0,0.0,9.805599494105607e8,9.805599494105607e8
19.8286,0.0,0.0,0.0,0.0,0.0,0.0,1.2374735950700827e9,1.2374735950700827e9
23.0713,0.0,0.0,0.0,0.0,0.0,0.0,1.549354998238306e9,1.549354998238306e9
25.9787,0.0,0.0,0.0,0.0,0.0,0.0,1.8952757177273953e9,1.8952757177273953e9
28.3525,0.0,0.0,0.0,0.0,0.0,0.0,2.234245535691644e9,2.234245535691644e9
30.0311,0.0,0.0,0.0,0.0,0.0,0.0,2.509931065650385e9,2.509931065650385e9
30.9,0.0,0.0,0.0,0.0,0.0,0.0,2.665743078348975e9,2.665743078348975e9
30.9,0.0,0.0,0.0,0.0,0.0,0.0,2.665743078348975e9,2.665743078348975e9
30.0311,0.0,0.0,0.0,0.0,0.0,0.0,2.509931065650385e9,2.509931065650385e9
28.3525,0.0,0.0,0.0,0.0,0.0,0.0,2.234245535691644e9,2.234245535691644e9
25.9787,0.0,0.0,0.0,0.0,0.0,0.0,1.8952757177273953e9,1.8952757177273953e9
23.0713,0.0,0.0,0.0,0.0,0.0,0.0,1.549354998238306e9,1.549354998238306e9
19.8286,0.0,0.0,0.0,0.0,0.0,0.0,1.2374735950700827e9,1.2374735950700827e9
16.4715,0.0,0.0,0.0,0.0,0.0,0.0,9.805667461577592e8,9.805667461577592e8
13.2287,0.0,0.0,0.0,0.0,0.0,0.0,7.831756099528797e8,7.831756099528797e8
10.3214,0.0,0.0,0.0,0.0,0.0,0.0,6.402369033825965e8,6.402369033825965e8
7.9475,0.0,0.0,0.0,0.0,0.0,0.0,5.430992370331386e8,5.430992370331386e8
6.5157,0.0,0.0,0.0,0.0,0.0,0.0,4.91787762746139e8,4.91787762746139e8
5.7029,0.0,0.0,0.0,0.0,0.0,0.0,4.6484696507522535e8,4.6484696507522535e8
5.7029,0.0,0.0,0.0,0.0,0.0,0.0,4.6484696507522535e8,4.6484696507522535e8
6.5157,0.0,0.0,0.0,0.0,0.0,0.0,4.91787762746139e8,4.91787762746139e8
8.086,0.0,0.0,0.0,0.0,0.0,0.0,5.48338144498231e8,5.48338144498231e8
10.3066,0.0,0.0,0.0,0.0,0.0,0.0,6.395804481164386e8,6.395804481164386e8
13.0263,0.0,0.0,0.0,0.0,0.0,0.0,7.722649188303338e8,7.722649188303338e8
16.0598,0.0,0.0,0.0,0.0,0.0,0.0,9.529799336855034e8,9.529799336855034e8
19.2002,0.0,0.0,0.0,0.0,0.0,0.0,1.1847295362553835e9,1.1847295362553835e9
22.2337,0.0,0.0,0.0,0.0,0.0,0.0,1.4619639548121936e9,1.4619639548121936e9
24.9534,0.0,0.0,0.0,0.0,0.0,0.0,1.7652563930321524e9,1.7652563930321524e9
