Time,co2_maintn_mba,co2_growth,co2_maintn_mbd,mom_dom,pomo_mom
7208.0,2.047475138023733e-6,2.9333861174913487e-5,3.363753488772595e-9,0.0,4.3157621074609286e-8
7209.0,1.998735306350406e-6,2.9266838308802666e-5,3.373960989770841e-9,0.0,4.396144102903641e-8
7210.0,1.9735130324890824e-6,2.8335254394457423e-5,3.384355960171923e-9,0.0,4.563889972942349e-8
7211.0,1.833795073187684e-6,2.6851671518456636e-5,3.3946820440283316e-9,0.0,4.3927643000746226e-8
7212.0,1.7500966102397147e-6,2.5578834809412504e-5,3.405062649567262e-9,0.0,4.3907302342811566e-8
7213.0,1.644644601359398e-6,2.356257007590013e-5,3.4154530668943695e-9,0.0,4.306531833153798e-8
7214.0,1.5617531020860047e-6,2.2374996323667356e-5,3.4259220846051075e-9,0.0,4.304174317028567e-8
7215.0,1.4595185220670164e-6,2.04494010388659e-5,3.436423372237906e-9,0.0,4.2195040351399726e-8
7216.0,1.3927415389354976e-6,1.995359367103371e-5,3.4470710607106982e-9,0.0,4.299025596464788e-8
7217.0,1.3213029823978408e-6,1.8577974853793452e-5,3.4578558165419502e-9,0.0,4.378243865846806e-8
7218.0,1.215230415080629e-6,1.7157839188000796e-5,3.468682287892385e-9,0.0,4.293796208965322e-8
7219.0,1.086857113396008e-6,1.4566135224661554e-5,3.47947435024331e-9,0.0,4.050012339064855e-8
7220.0,9.899266429221503e-7,1.2976462972695663e-5,3.490356270938321e-9,0.0,3.9699120838245406e-8
7221.0,9.029244270774674e-7,1.1835993584864685e-5,3.5013870707905762e-9,0.0,3.966617579780976e-8
7222.0,8.130502722558898e-7,1.0657877357179485e-5,3.5125694943314333e-9,0.0,3.9632603626623054e-8
7223.0,7.203305923014588e-7,9.442460535770135e-6,3.5239051999700865e-9,0.0,3.9598375032031794e-8
7224.0,6.247582074930591e-7,8.189649005192962e-6,3.5353969160586646e-9,0.0,3.956346743887327e-8
7225.0,5.21519213602199e-7,6.683312837720552e-6,3.5470236383672118e-9,0.0,3.8759624940895114e-8
7226.0,1.5783208258283286e-6,2.022631489344556e-5,3.5422670425422326e-9,5.486589872137814e-6,3.240751724509713e-7
7227.0,1.5620607361842607e-6,2.0476288267544755e-5,3.5369231616594912e-9,5.561818337236004e-6,3.290326422271081e-7
7228.0,1.5359577618878461e-6,2.0585013598632125e-5,3.531860335852683e-9,5.636647862976634e-6,3.3626727228025936e-7
7229.0,1.448987056504778e-6,1.8994060843888428e-5,3.526975129744504e-9,5.554621239117584e-6,3.2958443662501536e-7
7230.0,1.3995906152791207e-6,1.8346547116350444e-5,3.522292726818017e-9,5.551065666861463e-6,3.292873093644491e-7
7231.0,1.3802431185490004e-6,1.768793231923045e-5,3.5175819512881365e-9,5.468550026069456e-6,3.2260139555560594e-7
7232.0,1.3623974965470144e-6,1.7066894569431764e-5,3.5128262384716866e-9,5.3868422540014315e-6,3.160194156055847e-7
7233.0,1.3463100442489237e-6,1.6491610026193373e-5,3.5080183289244136e-9,5.3073245736946315e-6,3.0965055055061007e-7
7234.0,1.3553732074321226e-6,1.6602629143564995e-5,3.5032225910579938e-9,5.303727106618124e-6,3.09363753594527e-7
7235.0,1.3639703603306002e-6,1.670793987309784e-5,3.4984408312561957e-9,5.300234183809266e-6,3.090834297083853e-7
7236.0,1.3721226882058187e-6,1.680780172341834e-5,3.4936705148842687e-9,5.296841613161529e-6,3.08809352738996e-7
7237.0,1.3549806675120371e-6,1.6221922984664937e-5,3.4888538283787615e-9,5.2172045396634795e-6,3.0246666610873675e-7
7238.0,1.3151608002981944e-6,1.5042181342880632e-5,3.4839293551548955e-9,5.064990882832507e-6,2.9044526367893913e-7
7239.0,1.3501356133891304e-6,1.580290553190618e-5,3.479077445122799e-9,5.136168963210984e-6,2.9605626798166383e-7
7240.0,1.3590667367458268e-6,1.590744147429599e-5,3.4742408068500564e-9,5.132918765508024e-6,2.9579865243901333e-7
7241.0,1.3922430914631048e-6,1.6668031321152168e-5,3.4694771261452094e-9,5.203787036058437e-6,3.0140187433741024e-7
7242.0,1.349469776681124e-6,1.5434591034778094e-5,3.4646089959181526e-9,5.052354327113947e-6,2.8944613575352405e-7
7243.0,1.3584166439780413e-6,1.5536921031460177e-5,3.4597508588364434e-9,5.049245991301009e-6,2.8920105457684784e-7
7244.0,1.3426351368307344e-6,1.501074968139564e-5,3.454846944400051e-9,4.973877176764478e-6,2.832998789429186e-7
7245.0,1.3518788099194649e-6,1.5114094558246632e-5,3.4499557312892517e-9,4.97083033378125e-6,2.8306206667356793e-7
7246.0,1.515674009608982e-6,1.942349064428866e-5,3.445429155021484e-9,5.417140257879603e-6,3.184190037009029e-7
7247.0,1.5155667154048225e-6,1.942211565998632e-5,3.4409230530188526e-9,5.4152280895115215e-6,3.1822968205829887e-7
7248.0,1.5428200783729792e-6,2.0224071918541975e-5,3.436486592459491e-9,5.4916091624171155e-6,3.2434768559120966e-7
7249.0,1.5680110801598506e-6,2.100279345384792e-5,3.4321201591690816e-9,5.567559365654455e-6,3.304538065979422e-7
7250.0,1.6204142906201674e-6,2.124121640022688e-5,3.4274986419874405e-9,6.282676906951608e-6,4.3132602199946384e-7
7251.0,1.608689041256378e-6,2.1087515855542378e-5,3.4229054246363978e-9,6.229497245266822e-6,4.2507557591588686e-7
7252.0,1.549305646933891e-6,1.98544829215139e-5,3.418367884233913e-9,5.990486368279256e-6,4.069899587666072e-7
7253.0,1.518345111272816e-6,1.9020466493650123e-5,3.413803978464498e-9,5.8861872926313095e-6,3.9780767551389534e-7
7254.0,1.486728395037256e-6,1.8211663064209803e-5,3.40922129618902e-9,5.767367333209411e-6,3.879046580460379e-7
7255.0,1.476009733621497e-6,1.8080364939512145e-5,3.4047096609058137e-9,5.693863335732976e-6,3.834982788843187e-7
7256.0,1.4555473315311205e-6,1.7829710970974085e-5,3.4003248941412394e-9,5.5739087288355595e-6,3.765754598115444e-7
7257.0,1.4115398870758062e-6,1.7290642265881492e-5,3.3962628063506834e-9,5.340906424270344e-6,3.637230006283904e-7
7258.0,1.3487404794337926e-6,1.6147215018092266e-5,3.3925908807200607e-9,5.070032558154658e-6,3.462556572623581e-7
7259.0,1.278543999125586e-6,1.4623375852852571e-5,3.3892462670727242e-9,4.801483056873961e-6,3.2636441328609045e-7
7260.0,1.2442295133515997e-6,1.456330850361615e-5,3.3873244109119764e-9,4.578002832905545e-6,3.180717271194021e-7
7261.0,1.1972108511322388e-6,1.4012970100628616e-5,3.386849780924163e-9,4.351978682678212e-6,3.0684365506728505e-7
7262.0,1.1289228334861766e-6,1.351554284096809e-5,3.389758831224065e-9,4.0107968894254365e-6,2.9323547007453284e-7
7263.0,1.040159496383073e-6,1.1896847721256596e-5,3.3952503403891576e-9,3.6840711704364475e-6,2.7173004071023517e-7
7264.0,1.4626291118731603e-6,1.6728853485584476e-5,3.3908632211817974e-9,5.729116404113486e-6,3.798378202239702e-7
7265.0,1.443398481306108e-6,1.6137290540850867e-5,3.385936399231011e-9,5.644300092569494e-6,3.7214235845978735e-7
7266.0,1.4514085501271497e-6,1.6226843640352808e-5,3.3810217625596702e-9,5.6415288310203036e-6,3.718841594820978e-7
7267.0,1.5131448815290342e-6,1.7710876879150103e-5,3.37623943959497e-9,5.8053283125390276e-6,3.867436760725405e-7
7268.0,1.5177206729936426e-6,1.776443505473766e-5,3.3714731296751685e-9,5.803118876922254e-6,3.865172975152961e-7
7269.0,1.5495881144074328e-6,1.8551776901751423e-5,3.3667777340440317e-9,5.884702974703882e-6,3.9395002008646335e-7
7270.0,1.496830001028907e-6,1.7120026927380988e-5,3.361978721618013e-9,5.714788472596541e-6,3.784248393466897e-7
7271.0,1.5021427801201495e-6,1.7180791958171915e-5,3.3571905925513637e-9,5.712566085437185e-6,3.782032052449654e-7
7272.0,1.4802490363590766e-6,1.654928218500395e-5,3.352357366407598e-9,5.628514890315034e-6,3.7057946969893724e-7
7273.0,1.4863337394226554e-6,1.661730956792244e-5,3.3475366043393162e-9,5.62625212729481e-6,3.703596997841414e-7
7274.0,1.5472737569947115e-6,1.811034445081162e-5,3.342845799396178e-9,5.790120890774199e-6,3.851970589912994e-7
7275.0,1.5499333424213822e-6,1.8141474047597984e-5,3.3381703226393915e-9,5.7884106583562644e-6,3.8500928452765947e-7
7276.0,1.580428874148905e-6,1.8921004626773757e-5,3.3335633223351674e-9,5.870276658731404e-6,3.924507334599418e-7
7277.0,1.5249622459645388e-6,1.744179011391161e-5,3.328855222298999e-9,5.7012202002634765e-6,3.770188335842599e-7
7278.0,1.5286284143250597e-6,1.7483721997298026e-5,3.324157044887155e-9,5.699427235011007e-6,3.768309835344882e-7
7279.0,1.504782606920213e-6,1.6823569127436694e-5,3.3194142089435685e-9,5.615964995339503e-6,3.692658098394105e-7
7280.0,1.5093889360966736e-6,1.6875068192462785e-5,3.314683207199229e-9,5.614087888561756e-6,3.6907671420122423e-7
7281.0,1.5695463381446784e-6,1.837103788958487e-5,3.31007845317603e-9,5.777991912080928e-6,3.838936948519272e-7
7282.0,1.514935673012416e-6,1.6937081078247456e-5,3.3053737930958164e-9,5.610982209212747e-6,3.6874186720691353e-7
7283.0,1.5189340662932274e-6,1.6981783379728784e-5,3.3006788429208567e-9,5.6092670609158164e-6,3.6856570626147135e-7
7284.0,1.5227119544096018e-6,1.702402041887933e-5,3.2959966859545795e-9,5.607612237347995e-6,3.683942605961055e-7
7285.0,1.498582509082315e-6,1.6368830573646965e-5,3.2912689648009636e-9,5.523816183271155e-6,3.60848124635148e-7
7286.0,1.4763937463093186e-6,1.5760600650548774e-5,3.2864951687283467e-9,5.442216141741771e-6,3.5354351654192207e-7
7287.0,1.4549900450671592e-6,1.5171986935227019e-5,3.2816740389546134e-9,5.35992428760792e-6,3.4622109036993446e-7
7288.0,1.4614894073135853e-6,1.5239759384546792e-5,3.276865012303508e-9,5.3579355103249e-6,3.4603825576310264e-7
7289.0,1.440872946705387e-6,1.4675026337381919e-5,3.2720097566004183e-9,5.2765274190963126e-6,3.38837597835808e-7
7290.0,1.447878369273846e-6,1.4746375279654512e-5,3.267166696798958e-9,5.274511564010017e-6,3.3865670785439235e-7
7291.0,1.4546110661490235e-6,1.4814946560828712e-5,3.2623366555101515e-9,5.272581640965012e-6,3.3848194848486386e-7
7292.0,1.5158619963768832e-6,1.6181926824034583e-5,3.2576371951526342e-9,5.430434196702388e-6,3.524523578226139e-7
7293.0,1.4921775674567692e-6,1.555976182465768e-5,3.2528944312823913e-9,5.348807468724167e-6,3.4518760364347004e-7
7294.0,1.4698059094339884e-6,1.496970324906352e-5,3.248103949985003e-9,5.267915787275394e-6,3.3803187348942547e-7
7295.0,1.4756217777830504e-6,1.5028936800080205e-5,3.2433253456868987e-9,5.266268940828386e-6,3.3787785685228435e-7
7296.0,1.4812020580190292e-6,1.5085770929432279e-5,3.2385597755334463e-9,5.264696317297865e-6,3.377292452836105e-7
7297.0,1.514153766146589e-6,1.5788919818238668e-5,3.2338656147524428e-9,5.342506313715179e-6,3.445843645398489e-7
7298.0,1.5462545612643928e-6,1.650636945943272e-5,3.2292429705753886e-9,5.421436324560493e-6,3.515659948758383e-7
7299.0,1.6058683180510265e-6,1.7953714067433013e-5,3.2247462703342734e-9,5.581902823854358e-6,3.658792732000749e-7
7300.0,1.605558919599938e-6,1.795025497227477e-5,3.2202635416780205e-9,5.5814537537142174e-6,3.6579872747022086e-7
7301.0,1.333711651766496e-6,9.938848106119383e-6,3.214052652715428e-9,4.400927797194157e-6,2.673967634546452e-7
7302.0,1.3241834033966668e-6,1.0115899951248166e-5,3.2080353996322837e-9,4.467509640269172e-6,2.739969354953358e-7
7303.0,1.3307367328682696e-6,9.916678946077678e-6,3.20190218514687e-9,4.394356364484124e-6,2.6786701511970815e-7
7304.0,1.3291043324722945e-6,9.904514262982591e-6,3.1958224834834455e-9,4.391137811452116e-6,2.676413185662869e-7
7305.0,1.3191469752907934e-6,1.0077424916219046e-5,3.1900243120828706e-9,4.457881210297009e-6,2.7331562837115976e-7
7306.0,1.31737093813835e-6,1.0063857147511377e-5,3.184315642665907e-9,4.455000395913051e-6,2.7310922524301474e-7
7307.0,1.315571908707016e-6,1.0050113732747196e-5,3.178677789097426e-9,4.45222284444946e-6,2.729095601249548e-7
7308.0,1.3053768308199593e-6,1.0217360649387393e-5,3.1732996312004533e-9,4.518819670500894e-6,2.7858993481169874e-7
7309.0,1.3056204149746073e-6,1.021926721544384e-5,3.168008284820359e-9,4.5163961810472925e-6,2.7841096043908685e-7
7310.0,1.315522342796711e-6,1.0296770941030183e-5,3.1627417475147614e-9,4.514075981629998e-6,2.7823879178980067e-7
7311.0,1.3081254357039253e-6,9.99322752219984e-6,3.1573776154773257e-9,4.4426880031649855e-6,2.7221062438304975e-7
7312.0,1.3147118164252967e-6,9.797260921777592e-6,3.1518783170902508e-9,4.370815445755344e-6,2.661772161836913e-7
7313.0,1.319628771683195e-6,1.0081105527295956e-5,3.1465841482038366e-9,4.438046278250871e-6,2.718722439072038e-7
7314.0,1.3110511341908755e-6,9.769981438506605e-6,3.141206680858427e-9,4.366438554827694e-6,2.6585868446465355e-7
7315.0,1.3128775824958382e-6,9.783592170820938e-6,3.1358813698803308e-9,4.364298031498374e-6,2.6570312272702606e-7
7316.0,1.4002799807243724e-6,1.1233422144596823e-5,3.1307721764987084e-9,4.5717851621206515e-6,2.8330509946298267e-7
7317.0,1.408110236418461e-6,1.1296238559115818e-5,3.125676509881344e-9,4.5703437489760504e-6,2.83188854376328e-7
7318.0,1.415748253780956e-6,1.1357512786100255e-5,3.120593293337297e-9,4.568985421684502e-6,2.830782555661506e-7
7319.0,1.4231979846933453e-6,1.141727652860497e-5,3.1155237136363164e-9,4.567708344171365e-6,2.8297319242318585e-7
7320.0,1.4574218883833985e-6,1.1976864128889131e-5,3.110528033780443e-9,4.637016209520608e-6,2.8890840449308164e-7
7321.0,1.4639373873801595e-6,1.2030407476109393e-5,3.105543350117487e-9,4.636090631717401e-6,2.888249964514683e-7
7322.0,1.470282266189591e-6,1.2082548693433305e-5,3.1005722983727923e-9,4.635236604243576e-6,2.8874657975758936e-7
7323.0,1.4764604018803366e-6,1.2133319642001932e-5,3.095614701048657e-9,4.634452467659564e-6,2.8867305340284036e-7
7324.0,1.4824756861603364e-6,1.2182752303259757e-5,3.090670149141617e-9,4.633736598773393e-6,2.886043185096373e-7
7325.0,1.4883315786248602e-6,1.223087510761724e-5,3.0857391779301863e-9,4.633087408555307e-6,2.8854027820582167e-7
7326.0,1.4664699620258387e-6,1.1764415954361713e-5,3.08076274060854e-9,4.562059589613074e-6,2.8245450086311303e-7
7327.0,1.472626825918981e-6,1.1813807970351772e-5,3.075798651625039e-9,4.5613321164708985e-6,2.8238761871878667e-7
7328.0,1.4786287134466642e-6,1.1861956724308804e-5,3.0708466057477958e-9,4.560671703050813e-6,2.8232541483477156e-7
7329.0,1.5123425153440483e-6,1.2428193213640788e-5,3.065965250204368e-9,4.630493486316286e-6,2.882903676757523e-7
7330.0,1.5174163966132163e-6,1.246988957284282e-5,3.0610979772361363e-9,4.63017606939588e-6,2.8824972020294385e-7
7331.0,1.5223521659691872e-6,1.2510450950038528e-5,3.0562425839320338e-9,4.6299160752812136e-6,2.882132013282512e-7
7332.0,1.5271527115287525e-6,1.2549901079318e-5,3.0513993562360748e-9,4.629712145385501e-6,2.881807277570265e-7
7333.0,1.5318207941339976e-6,1.2588262648847784e-5,3.0465686807122965e-9,4.6295629481678366e-6,2.8815221778357715e-7
7334.0,1.5363592693985027e-6,1.2625559125611692e-5,3.0417504489300827e-9,4.629467179148021e-6,2.881275912947588e-7
7335.0,1.512453151423062e-6,1.2133305451579798e-5,3.0368869299886635e-9,4.559017650396209e-6,2.8208769556142266e-7
7336.0,1.545795942498176e-6,1.2703108222715547e-5,3.032092801490564e-9,4.629204861197834e-6,2.8807574616722013e-7
7337.0,1.549948805344966e-6,1.2737235797207435e-5,3.027311884062148e-9,4.629269265368531e-6,2.880627686802446e-7
7338.0,1.5539830527211336e-6,1.2770388608395337e-5,3.022543056149659e-9,4.629382001666488e-6,2.8805336101216917e-7
7339.0,1.5579012268468031e-6,1.2802587547844864e-5,3.0177860968156216e-9,4.629541898840229e-6,2.880474509195127e-7
7340.0,1.5617056207950718e-6,1.2833851459670508e-5,3.0130413429668106e-9,4.629747809522177e-6,2.880449675692267e-7
7341.0,1.565398463048747e-6,1.2864198657193903e-5,3.00830912958181e-9,4.6299986087213245e-6,2.8804584144652294e-7
7342.0,1.56898129149145e-6,1.2893641778501055e-5,3.003591675564712e-9,4.630293190696752e-6,2.880500041614679e-7
7343.0,1.5724567143350647e-6,1.2922202257467504e-5,2.998887821396575e-9,4.630630470062573e-6,2.8805738851903855e-7
7344.0,1.5758277923352699e-6,1.2949905246902586e-5,2.9941950049931227e-9,4.631009389312093e-6,2.8806792899416745e-7
7345.0,1.5790963560258544e-6,1.297676578984542e-5,2.9895141695246335e-9,4.631428915430854e-6,2.8808156152306626e-7
7346.0,1.5822632806393041e-6,1.3002791078819086e-5,2.98484883444149e-9,4.631888029554421e-6,2.8809822285542763e-7
7347.0,1.5853313836098585e-6,1.302800426705556e-5,2.9801965390423155e-9,4.632385730930453e-6,2.8811785080293334e-7
7348.0,1.5883036279503907e-6,1.3052429704129173e-5,2.9755544341692668e-9,4.6329210475997814e-6,2.881403849145697e-7
7349.0,1.5911817704937872e-6,1.30760818274166e-5,2.97092309153381e-9,4.6334930311802745e-6,2.881657661522443e-7
7350.0,1.6240445790603141e-6,1.367613339070945e-5,2.9663622115180446e-9,4.706680483716518e-6,2.944273074001072e-7
7351.0,1.5957532470652012e-6,1.311364950373643e-5,2.9617599952660358e-9,4.634987548221855e-6,2.8782514482166237e-7
7352.0,1.5933632214246322e-6,1.3094008648477005e-5,2.9571854667413394e-9,4.616453911984893e-6,2.854809636448891e-7
7353.0,1.5912053808787776e-6,1.3076275853851436e-5,2.9526381655089293e-9,4.5985628373579935e-6,2.842912466286937e-7
7354.0,1.54036811528503e-6,1.2357246790118701e-5,2.9481313023610016e-9,4.432017189767728e-6,2.726544574733382e-7
7355.0,1.5715993897896894e-6,1.2915156899032746e-5,2.943695287206956e-9,4.5009769008855884e-6,2.7849815855100065e-7
7356.0,1.570439405039357e-6,1.2905624326579255e-5,2.9392818668266064e-9,4.489453675441198e-6,2.778511230313012e-7
7357.0,1.57840692709021e-6,1.2971100171156314e-5,2.9348581788693364e-9,4.5145821560576245e-6,2.792658665468011e-7
7358.0,1.5709181818865566e-6,1.2909558839497359e-5,2.930476204787002e-9,4.478513813822505e-6,2.772437390531158e-7
7359.0,1.5556593446945176e-6,1.2784164112499941e-5,2.9261717029335338e-9,4.41268351765879e-6,2.736654394363027e-7
7360.0,1.5498211315307194e-6,1.2736186593858542e-5,2.921912188758501e-9,4.384969392305721e-6,2.721954797829295e-7
7361.0,1.568851108525308e-6,1.2892571955336049e-5,2.9175942442815538e-9,4.455206161062175e-6,2.759714399369695e-7
7362.0,1.5977483116315154e-6,1.3130044630932996e-5,2.9131863378875356e-9,4.5645649782237955e-6,2.8216741413339766e-7
7363.0,1.5828734319449294e-6,1.2698235858021691e-5,2.9086870108353068e-9,4.546066812346627e-6,2.794114240348869e-7
7364.0,1.6168923122537243e-6,1.3287367020670049e-5,2.904241494446697e-9,4.626141232822171e-6,2.860289499121597e-7
7365.0,1.582039521618045e-6,1.2691546005376799e-5,2.8997751512672545e-9,4.528708818375794e-6,2.7830019314802e-7
7366.0,1.5320082784860458e-6,1.2290181933721666e-5,2.8955107760830204e-9,4.323268279346114e-6,2.668070371173953e-7
7367.0,1.5261388819104115e-6,1.2243096057771313e-5,2.8913040588227723e-9,4.294740631812093e-6,2.653227022709405e-7
7368.0,1.5434372969627704e-6,1.268372524423078e-5,2.8872176384017408e-9,4.314997229195036e-6,2.686012724006836e-7
7369.0,1.5482646980193453e-6,1.2723396067765883e-5,2.8831253451904066e-9,4.331967896437199e-6,2.694911241034136e-7
7370.0,1.5489334165600857e-6,1.2728891491683113e-5,2.8790408893058623e-9,4.333016539866267e-6,2.6955877977718974e-7
7371.0,1.5495584193038568e-6,1.2734027666048267e-5,2.8749655854311403e-9,4.334078536113852e-6,2.696277345047427e-7
7372.0,1.5417416280791053e-6,1.2669790503721452e-5,2.8709402007406696e-9,4.30292832739373e-6,2.6803669092799545e-7
7373.0,1.5546922109944953e-6,1.2776216359682478e-5,2.8668671184460556e-9,4.3518817340456625e-6,2.705817826270272e-7
7374.0,1.5915205946188913e-6,1.307886623085002e-5,2.8626568360570208e-9,4.493646576334528e-6,2.7818523444002303e-7
7375.0,1.5954981429356451e-6,1.3111553098074648e-5,2.8584349043316805e-9,4.507400918678874e-6,2.789617490835882e-7
7376.0,1.5863187099053727e-6,1.3036117959450677e-5,2.854256348711664e-9,4.470000321097402e-6,2.769106160598104e-7
7377.0,1.5902966106145392e-6,1.3068807722580792e-5,2.850078071006632e-9,4.48429927487017e-6,2.777077289955543e-7
7378.0,1.5875038942337868e-6,1.3045857618078179e-5,2.8459204171730303e-9,4.4723700612902785e-6,2.770687242689731e-7
7379.0,1.5810459240330732e-6,1.2992787033466505e-5,2.8417985722083943e-9,4.446526609647547e-6,2.7568334878523344e-7
7380.0,1.5741941542953029e-6,1.2936480266122193e-5,2.837715743966905e-9,4.4195971713912776e-6,2.742589565933474e-7
7381.0,1.563020096546203e-6,1.2844653614899206e-5,2.833691151186723e-9,4.376470783442801e-6,2.7200216385019213e-7
7382.0,1.5423359249550865e-6,1.2674674342088763e-5,2.8297766071029e-9,4.2976672017634506e-6,2.6794981197215005e-7
7383.0,1.498269898811517e-6,1.2312546661677004e-5,2.8261635857407984e-9,4.13226922854034e-6,2.5968713110090983e-7
7384.0,1.4750676125755236e-6,1.2121873918291536e-5,2.822788603660795e-9,4.048035041437818e-6,2.555962392882458e-7
7385.0,1.4622171641317898e-6,1.2016270951688223e-5,2.819572228150188e-9,4.003318161398708e-6,2.534607269065908e-7
7386.0,1.4485566204985917e-6,1.1904010750077655e-5,2.8165395367367703e-9,3.956240326830702e-6,2.512276285231604e-7
7387.0,1.4267505768906322e-6,1.1724812109270321e-5,2.8138483904710647e-9,3.880171956372841e-6,2.4763455350312746e-7
7388.0,1.3859670588437184e-6,1.1389659564739929e-5,2.8119924210780942e-9,3.7373490935320602e-6,2.4095555147853324e-7
7389.0,1.3847832622864936e-6,1.137993131059805e-5,2.810178034068962e-9,3.738375464896643e-6,2.410330409049078e-7
7390.0,1.3835949275191076e-6,1.1370165762157985e-5,2.8083667925692067e-9,3.7393968483332653e-6,2.4111051435388076e-7
7391.0,1.3991351352795462e-6,1.1497872748285342e-5,2.8061860627206955e-9,3.800546822926212e-6,2.439991847308946e-7
7392.0,1.4284425718727215e-6,1.1738716658233644e-5,2.8034340737312015e-9,3.91192773002864e-6,2.4928765910863876e-7
7393.0,1.4305798336563117e-6,1.1756280339823686e-5,2.800654609551887e-9,3.912988689769054e-6,2.4936784000140106e-7
7394.0,1.4403803448664915e-6,1.1836819401363498e-5,2.79785945302553e-9,3.91404872674458e-6,2.4944848567989806e-7
7395.0,1.4644607693190515e-6,1.2034708546663902e-5,2.7948395200377473e-9,3.965974350039362e-6,2.5195615544003866e-7
7396.0,1.5313195864056923e-6,1.2895293144974999e-5,2.791571684030902e-9,4.101905562637257e-6,2.610101603462757e-7
7397.0,1.5529224445027743e-6,1.3077211531185313e-5,2.788309645775592e-9,4.079607777137666e-6,2.599632443641219e-7
7398.0,1.6120533335033936e-6,1.3909417067142871e-5,2.78503470394664e-9,4.144596697661294e-6,2.6566405379974145e-7
7399.0,1.7044014868564897e-6,1.5302199448869587e-5,2.7817839776528194e-9,4.2745352474137095e-6,2.771649443474706e-7
7400.0,1.7312641634468276e-6,1.5656417613927692e-5,2.778626598855233e-9,4.225180347498689e-6,2.7479270926240156e-7
7401.0,1.7196811000802232e-6,1.5546049895555928e-5,2.7763676823481796e-9,4.0237075448988235e-6,2.6509503486286717e-7
7402.0,1.7917047543992825e-6,1.6207187994787552e-5,2.774313890217717e-9,4.053460393254997e-6,2.6918587284887466e-7
7403.0,1.8810012828380085e-6,1.7067991906329118e-5,2.7720295535838517e-9,4.151425433305518e-6,2.766714472140776e-7
7404.0,1.9445796086389743e-6,1.7610011645343665e-5,2.7703658606049134e-9,4.110539993534339e-6,2.7746207614052437e-7
7405.0,1.998161613787018e-6,1.833099874308328e-5,2.76892402896983e-9,4.075618328010324e-6,2.7586211175665354e-7
7406.0,2.0390148363481093e-6,1.9246512311021685e-5,2.767095668490272e-9,4.054910779831554e-6,2.7225304124190905e-7
7407.0,2.0865554400064605e-6,1.980691295143904e-5,2.7657561560280074e-9,3.981859706267603e-6,2.6883681445731907e-7
7408.0,2.166327437938228e-6,2.0564159554477776e-5,2.764043063634679e-9,4.0223520427109225e-6,2.7084820548958665e-7
7409.0,2.3189136377737982e-6,2.2465976374511276e-5,2.7620167521331724e-9,4.185235676382835e-6,2.8427274946845635e-7
7410.0,2.3932384889325385e-6,2.3611724462790117e-5,2.7598832437952715e-9,4.187968456751965e-6,2.84499910246645e-7
7411.0,2.5082789423478708e-6,2.488925949332069e-5,2.757695313315377e-9,4.253001275846845e-6,2.9055403500223235e-7
7412.0,2.590929745661908e-6,2.6232594139322785e-5,2.75513825665515e-9,4.293547479950819e-6,2.9264107955771344e-7
7413.0,2.6623445806589678e-6,2.7115490598731426e-5,2.7527433295804196e-9,4.25884334126101e-6,2.9104999199875907e-7
7414.0,2.74537517540309e-6,2.796114195714202e-5,2.750257574076259e-9,4.2617021033396195e-6,2.912975006742446e-7
7415.0,2.9174339323269916e-6,3.0421699210739284e-5,2.7461690666820504e-9,4.5737340113372925e-6,3.097562169864439e-7
7416.0,3.0949828447026202e-6,3.303914606628101e-5,2.7409873791629164e-9,4.928404695263508e-6,3.309686034072025e-7
7417.0,3.245959242840222e-6,3.541509399442138e-5,2.7354582093791837e-9,5.147149548669777e-6,3.455668878610778e-7
7418.0,3.3753502644605597e-6,3.6940963287158856e-5,2.7298719771873e-9,5.228120506759096e-6,3.530043528461825e-7
7419.0,4.2209247082320175e-6,4.719021756636511e-5,2.7232334229057393e-9,5.113364427103197e-6,3.4702142532602354e-7
7420.0,4.378447492849437e-6,5.007859204196865e-5,2.7164081009439375e-9,5.242611815205097e-6,3.5708921931249523e-7
7421.0,4.656368483797557e-6,5.550034640196347e-5,2.7153059646501844e-9,4.596180655137583e-6,3.365603249185009e-7
7422.0,4.801858827912079e-6,5.731672086968771e-5,2.7131251749071914e-9,4.8250634030266935e-6,3.5176899706990705e-7
7423.0,4.856073222322736e-6,5.909498014314189e-5,2.7094049888002203e-9,5.015828912023694e-6,3.618495479010892e-7
7424.0,5.035103081521193e-6,6.160619485219397e-5,2.7034756287615655e-9,5.508125934375695e-6,3.9155087991533143e-7
7425.0,5.024047195151674e-6,6.193648802414738e-5,2.6989880660129926e-9,5.18636208666753e-6,3.746836088784906e-7
7426.0,5.003476810394148e-6,6.211807752269679e-5,2.6974133111008543e-9,4.814916721640531e-6,3.557141013819185e-7
7427.0,5.207757951424246e-6,6.532422930810958e-5,2.691610722945262e-9,5.573555256972338e-6,3.9927556693436344e-7
7428.0,5.077342286300213e-6,6.521621280375433e-5,2.687916309774854e-9,5.075097107433062e-6,3.696788966834777e-7
7429.0,5.1696529993770255e-6,6.581953463013645e-5,2.6863178963930695e-9,4.90076433605457e-6,3.643508340055768e-7
7430.0,5.270542254848458e-6,6.66133939144455e-5,2.6862759695385403e-9,4.799116556235586e-6,3.629444409636525e-7
7431.0,5.3355646873000095e-6,6.667869260833901e-5,2.690442257903948e-9,4.431805930750498e-6,3.4805967185892167e-7
