tair,rh,D_air,irradiance,apar,Cs,bm_c,bm_n,rCN,Vm25,LAI,Ac,An,Reco,NEE
-6.1854,0.0,0.08215042186644525,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.009189611000336,1.009189611000336
-8.4187,0.0,0.09570061537865548,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.88388414227285,0.88388414227285
-9.2808,0.0,0.08958870127362259,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8326136881182641,0.8326136881182641
-9.2808,0.0,0.08958870127362259,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8326136881182641,0.8326136881182641
-8.4187,0.0,0.09570061537865548,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.88388414227285,0.88388414227285
-6.7532,0.0,0.10858273881792523,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9920461775919788,0.9920461775919788
-4.3978,0.0,0.12946884021222688,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.1679829236311159,1.1679829236311159
-1.513,0.0,0.1599326696109681,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.4265192166490746,1.4265192166490746
1.7045,0.0,0.2013819528239807,0.0,118.96979999999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.782928911838572,1.782928911838572
5.0355,0.0,0.25421159622886297,0.0,425.27,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.245986383984495,2.245986383984495
8.253,0.0,0.3167003532789533,0.0,675.3632599999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.8071364289141725,2.8071364289141725
11.1378,0.0,0.38405595932977155,0.0,852.2058899999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.428503943492967,3.428503943492967
13.4932,0.0,0.4482516750894301,0.0,943.7463499999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.036539981759518,4.036539981759518
15.1587,0.0,0.49925869679079504,0.0,943.7463499999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.530496552754739,4.530496552754739
16.0208,0.0,0.5276434201549909,0.0,852.2058899999998,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.809474209644434,4.809474209644434
16.0208,0.0,0.5276434201549909,0.0,675.3632599999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.809474209644434,4.809474209644434
15.1587,0.0,0.49925869679079504,0.0,425.27,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.530496552754739,4.530496552754739
13.4932,0.0,0.4482516750894301,0.0,118.96979999999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.036539981759518,4.036539981759518
11.1378,0.0,0.38405595932977155,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.428503943492967,3.428503943492967
8.2531,0.0,0.31670249194614414,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.807155886568625,2.807155886568625
5.0355,0.0,0.25421159622886297,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.245986383984495,2.245986383984495
1.7045,0.0,0.2013819528239807,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.782928911838572,1.782928911838572
-1.513,0.0,0.1599326696109681,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.4265192166490746,1.4265192166490746
-4.3978,0.0,0.12946884021222688,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.1679829236311159,1.1679829236311159
-6.7532,0.0,0.10858273881792523,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9920461775919788,0.9920461775919788
-8.7404,0.0,0.09630528554078464,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8698239009686259,0.8698239009686259
-9.5478,0.0,0.0905205775025902,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8224815700235416,0.8224815700235416
-9.5478,0.0,0.0905205775025902,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8224815700235416,0.8224815700235416
-8.7404,0.0,0.09630528554078464,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.8698239009686259,0.8698239009686259
-7.1806,0.0,0.10843276882725288,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,0.9691388325800333,0.9691388325800333
-4.9747,0.0,0.1279336216864794,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.1292502684559858,1.1292502684559858
-2.2731,0.0,0.1560828509519446,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.3618098342951082,1.3618098342951082
0.7402,0.0,0.19394592837502922,0.0,121.50623999999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,1.6781309016153947,1.6781309016153947
3.8598,0.0,0.24164157356429192,0.0,429.03119,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.0832200757192534,2.0832200757192534
6.8731,0.0,0.2974326745519481,0.0,680.12426,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,2.5671102498239606,2.5671102498239606
9.5747,0.0,0.3569756090044125,0.0,857.6741399999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.0957849482825255,3.0957849482825255
11.7806,0.0,0.4132689977560246,0.0,949.58053,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.607239609440919,3.607239609440919
13.3404,0.0,0.45773014160045933,0.0,949.58053,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.019107752772735,4.019107752772735
14.1478,0.0,0.4823818598599627,0.0,857.6741399999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.250449020796878,4.250449020796878
14.1478,0.0,0.4823818598599627,0.0,680.12426,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.250449020796878,4.250449020796878
13.3404,0.0,0.45773014160045933,0.0,429.03119,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,4.019107752772735,4.019107752772735
11.7806,0.0,0.4132689977560246,0.0,121.50623999999999,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.607239609440919,3.607239609440919
9.5747,0.0,0.3569756090044125,0.0,0.0,400.0,0.0,0.0,30.0,38.43125,0.0,0.0,0.0,3.0957849482825255,3.0957849482825255
